##& xmin & xmax & central value & dy & 

<histogram> 100 "pt1 [GeV] |X_AXIS@LIN |Y_AXIS@LOG |JETSAMPLE@0"
  +0.0000000e+00   +1.0000000e+01   +6.0826000e-09   +4.0020958e-10
  +1.0000000e+01   +2.0000000e+01   +1.8247940e-08   +6.9317890e-10
  +2.0000000e+01   +3.0000000e+01   +4.6633400e-08   +1.1081191e-09
  +3.0000000e+01   +4.0000000e+01   +5.7718800e-08   +1.2328145e-09
  +4.0000000e+01   +5.0000000e+01   +4.7028100e-08   +1.1128025e-09
  +5.0000000e+01   +6.0000000e+01   +3.1624200e-08   +9.1253174e-10
  +6.0000000e+01   +7.0000000e+01   +2.0170200e-08   +7.2877445e-10
  +7.0000000e+01   +8.0000000e+01   +1.2033540e-08   +5.6290130e-10
  +8.0000000e+01   +9.0000000e+01   +5.0030200e-09   +3.6295868e-10
  +9.0000000e+01   +1.0000000e+02   +1.6325620e-09   +2.0733607e-10
  +1.0000000e+02   +1.1000000e+02   +2.8965100e-10   +8.7333333e-11
  +1.1000000e+02   +1.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.2000000e+02   +1.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.3000000e+02   +1.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.4000000e+02   +1.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.5000000e+02   +1.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.6000000e+02   +1.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.7000000e+02   +1.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.8000000e+02   +1.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +1.9000000e+02   +2.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.0000000e+02   +2.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.1000000e+02   +2.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.2000000e+02   +2.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.3000000e+02   +2.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.4000000e+02   +2.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.5000000e+02   +2.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.6000000e+02   +2.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.7000000e+02   +2.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.8000000e+02   +2.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +2.9000000e+02   +3.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.0000000e+02   +3.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.1000000e+02   +3.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.2000000e+02   +3.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.3000000e+02   +3.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.4000000e+02   +3.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.5000000e+02   +3.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.6000000e+02   +3.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.7000000e+02   +3.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.8000000e+02   +3.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +3.9000000e+02   +4.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.0000000e+02   +4.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.1000000e+02   +4.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.2000000e+02   +4.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.3000000e+02   +4.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.4000000e+02   +4.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.5000000e+02   +4.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.6000000e+02   +4.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.7000000e+02   +4.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.8000000e+02   +4.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +4.9000000e+02   +5.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.0000000e+02   +5.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.1000000e+02   +5.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.2000000e+02   +5.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.3000000e+02   +5.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.4000000e+02   +5.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.5000000e+02   +5.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.6000000e+02   +5.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.7000000e+02   +5.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.8000000e+02   +5.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +5.9000000e+02   +6.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.0000000e+02   +6.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.1000000e+02   +6.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.2000000e+02   +6.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.3000000e+02   +6.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.4000000e+02   +6.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.5000000e+02   +6.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.6000000e+02   +6.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.7000000e+02   +6.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.8000000e+02   +6.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +6.9000000e+02   +7.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.0000000e+02   +7.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.1000000e+02   +7.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.2000000e+02   +7.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.3000000e+02   +7.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.4000000e+02   +7.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.5000000e+02   +7.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.6000000e+02   +7.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.7000000e+02   +7.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.8000000e+02   +7.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +7.9000000e+02   +8.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.0000000e+02   +8.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.1000000e+02   +8.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.2000000e+02   +8.3000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.3000000e+02   +8.4000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.4000000e+02   +8.5000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.5000000e+02   +8.6000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.6000000e+02   +8.7000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.7000000e+02   +8.8000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.8000000e+02   +8.9000000e+02   +0.0000000e+00   +0.0000000e+00
  +8.9000000e+02   +9.0000000e+02   +0.0000000e+00   +0.0000000e+00
  +9.0000000e+02   +9.1000000e+02   +0.0000000e+00   +0.0000000e+00
  +9.1000000e+02   +9.2000000e+02   +0.0000000e+00   +0.0000000e+00
  +9.2000000e+02   +9.3000000e+02   +0.0000000e+00   +0.0000000e+00
