,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33694.2597825,146.5924420675,146.5924420675
1,75.2,75.4,33881.1678575,146.99855322,146.99855322
2,75.4,75.6,34300.8233625,147.906044785,147.906044785
3,75.6,75.8,34312.9115475,147.93213611500002,147.93213611500002
4,75.8,76.0,34337.825975,147.98585473250003,147.98585473250003
5,76.0,76.2,34702.58596,148.769771535,148.769771535
6,76.2,76.4,35219.22620999999,149.87314755,149.87314755
7,76.4,76.6,35749.211337500004,150.996550855,150.996550855
8,76.6,76.8,35853.157759999995,151.21593346,151.21593346
9,76.8,77.0,36129.94927,151.7985001975,151.7985001975
10,77.0,77.2,36600.610532499995,152.78400643499998,152.78400643499998
11,77.2,77.4,37147.8103525,153.92185173,153.92185173
12,77.4,77.6,37429.72837,154.5047775225,154.5047775225
13,77.6,77.8,38080.914507500005,155.8430951925,155.8430951925
14,77.8,78.0,38610.261314999996,156.9225342075,156.9225342075
15,78.0,78.2,39077.07271,157.86820528750002,157.86820528750002
16,78.2,78.4,39907.5070825,159.53691339999997,159.53691339999997
17,78.4,78.6,40815.0784375,161.3407857725,161.3407857725
18,78.6,78.8,41398.602655,162.4899213525,162.4899213525
19,78.8,79.0,42634.64949249999,164.89794365749998,164.89794365749998
20,79.0,79.2,43226.47187000001,166.03844197,166.03844197
21,79.2,79.4,43948.4317375,167.419247815,167.419247815
22,79.4,79.6,44477.7984925,168.42456192,168.42456192
23,79.6,79.8,44817.1054675,169.065794255,169.065794255
24,79.8,80.0,44286.4620725,168.06191636999998,168.06191636999998
25,80.0,80.2,42660.1423975,164.94721398250002,164.94721398250002
26,80.2,80.4,40020.4099325,159.76243983499998,159.76243983499998
27,80.4,80.6,36450.78486,152.4710102125,152.4710102125
28,80.6,80.8,31939.159047499998,142.7235646,142.7235646
29,80.8,81.0,27539.777817500002,132.52997320250003,132.52997320250003
30,81.0,81.2,23123.8002675,121.4404398425,121.4404398425
31,81.2,81.4,19816.31526625,112.42043966,112.42043966
32,81.4,81.6,16857.02385125,103.68694542,103.68694542
33,81.6,81.8,14455.195244999999,96.0165531925,96.0165531925
34,81.8,82.0,12398.358651249999,88.92340172,88.92340172
35,82.0,82.2,10836.429506249999,83.1336597925,83.1336597925
36,82.2,82.4,9628.480717249999,78.36325506249999,78.36325506249999
37,82.4,82.6,8560.2023285,73.88825286,73.88825286
38,82.6,82.8,7759.802906750001,70.34916740999999,70.34916740999999
39,82.8,83.0,6705.5635685,65.3960236325,65.3960236325
40,83.0,83.2,6226.59417225,63.01716457249999,63.01716457249999
41,83.2,83.4,5706.81418575,60.3296378975,60.3296378975
42,83.4,83.6,5208.0728275,57.633154794999996,57.633154794999996
43,83.6,83.8,4790.96062875,55.277035885,55.277035885
44,83.8,84.0,4387.8954595,52.900769999999994,52.900769999999994
45,84.0,84.2,4054.9696897500007,50.854276185,50.854276185
46,84.2,84.4,3735.4446505000005,48.8095576975,48.8095576975
47,84.4,84.6,3559.41793675,47.645601125000006,47.645601125000006
48,84.6,84.8,3253.2836542500004,45.5506149375,45.5506149375
49,84.8,85.0,2993.08048525,43.691128935,43.691128935
