,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,8210.712154750001,72.369889055,72.369889055
1,75.2,75.4,8400.1595465,73.2000042675,73.2000042675
2,75.4,75.6,9009.974569,75.8104936975,75.8104936975
3,75.6,75.8,9346.129839,77.21174573,77.21174573
4,75.8,76.0,9892.150761750001,79.43517387,79.43517387
5,76.0,76.2,10725.840566249999,82.71476229250001,82.71476229250001
6,76.2,76.4,11018.629971249999,83.8360910575,83.8360910575
7,76.4,76.6,11942.2690375,87.2792290325,87.2792290325
8,76.6,76.8,12808.5091725,90.3892038625,90.3892038625
9,76.8,77.0,13496.129418749999,92.7837815525,92.7837815525
10,77.0,77.2,14519.9248825,96.238668605,96.238668605
11,77.2,77.4,15755.492979999999,100.24983159,100.24983159
12,77.4,77.6,17276.8289625,104.978306675,104.978306675
13,77.6,77.8,18782.83529125,109.45817606749999,109.45817606749999
14,77.8,78.0,20205.281542499997,113.52720675,113.52720675
15,78.0,78.2,22485.7196375,119.762595775,119.762595775
16,78.2,78.4,24559.44179,125.1632816625,125.1632816625
17,78.4,78.6,27359.073415,132.10471245,132.10471245
18,78.6,78.8,30728.305902499997,140.002845285,140.002845285
19,78.8,79.0,34306.149345,147.92910409499999,147.92910409499999
20,79.0,79.2,38924.9730225,157.5729423925,157.5729423925
21,79.2,79.4,44275.4510525,168.05405705500002,168.05405705500002
22,79.4,79.6,50628.0515875,179.70618970499999,179.70618970499999
23,79.6,79.8,58397.961892499996,193.0039711575,193.0039711575
24,79.8,80.0,66894.51972750001,206.56793204999997,206.56793204999997
25,80.0,80.2,75667.210805,219.69558127500002,219.69558127500002
26,80.2,80.4,84210.20642,231.766013,231.766013
27,80.4,80.6,91047.5910475,240.99153227500003,240.99153227500003
28,80.6,80.8,95802.89551999999,247.204779575,247.204779575
29,80.8,81.0,98418.1524025,250.55615905,250.55615905
30,81.0,81.2,98876.18689750001,251.138426575,251.138426575
31,81.2,81.4,98465.40803,250.6164005,250.6164005
32,81.4,81.6,97502.82147000001,249.38823292499998,249.38823292499998
33,81.6,81.8,95758.95117749998,247.148128675,247.148128675
34,81.8,82.0,93017.98515000001,243.5853057,243.5853057
35,82.0,82.2,91289.35474750001,241.31129069999997,241.31129069999997
36,82.2,82.4,89199.6546475,238.53340185000002,238.53340185000002
37,82.4,82.6,87199.93772,235.84427937499999,235.84427937499999
38,82.6,82.8,85188.711085,233.108679225,233.108679225
39,82.8,83.0,83275.745835,230.4766066,230.4766066
40,83.0,83.2,81478.8151925,227.97638694999998,227.97638694999998
41,83.2,83.4,79822.9333225,225.64791527499997,225.64791527499997
42,83.4,83.6,78325.21518,223.52091335,223.52091335
43,83.6,83.8,76725.34589,221.226352425,221.226352425
44,83.8,84.0,75369.23504999999,219.26252105,219.26252105
45,84.0,84.2,73745.8875525,216.88836959999998,216.88836959999998
46,84.2,84.4,73361.87823,216.322857975,216.322857975
47,84.4,84.6,71628.79953500001,213.75262260000002,213.75262260000002
48,84.6,84.8,70736.986705,212.4177359,212.4177359
49,84.8,85.0,69696.684685,210.85006187500002,210.85006187500002
