,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33927.047107499995,147.1062098775,147.1062098775
1,75.2,75.4,34154.787715,147.5992721825,147.5992721825
2,75.4,75.6,34341.69579,148.0024909475,148.0024909475
3,75.6,75.8,34368.46533499999,148.06023896,148.06023896
4,75.8,76.0,34657.42481999999,148.6813841625,148.6813841625
5,76.0,76.2,34899.7669975,149.200238585,149.200238585
6,76.2,76.4,35489.1757275,150.4548764925,150.4548764925
7,76.4,76.6,35660.764122500004,150.8182002575,150.8182002575
8,76.6,76.8,36103.3991475,151.7512246225,151.7512246225
9,76.8,77.0,36129.5702675,151.80629967,151.80629967
10,77.0,77.2,36905.129067500005,153.426874465,153.426874465
11,77.2,77.4,36974.0277325,153.56999777750002,153.56999777750002
12,77.4,77.6,37595.970835,154.856312315,154.856312315
13,77.6,77.8,38089.691407499995,155.86982484249998,155.86982484249998
14,77.8,78.0,38756.1772775,157.2275314825,157.2275314825
15,78.0,78.2,39693.1911425,159.116858945,159.116858945
16,78.2,78.4,40253.835577499995,160.23661185749998,160.23661185749998
17,78.4,78.6,40912.1429725,161.54159725500003,161.54159725500003
18,78.6,78.8,41664.12382750001,163.01938784499998,163.01938784499998
19,78.8,79.0,42566.0699875,164.774528475,164.774528475
20,79.0,79.2,43627.456515000005,166.81623489,166.81623489
21,79.2,79.4,44080.304659999994,167.67974221749998,167.67974221749998
22,79.4,79.6,44570.1953125,168.6088967675,168.6088967675
23,79.6,79.8,44956.71801999999,169.33837684250003,169.33837684250003
24,79.8,80.0,44035.0437825,167.5936089125,167.5936089125
25,80.0,80.2,42038.5384025,163.7502442975,163.7502442975
26,80.2,80.4,38987.0895375,157.69524051500002,157.69524051500002
27,80.4,80.6,35104.528085,149.6372284675,149.6372284675
28,80.6,80.8,30802.889605,140.1696263325,140.1696263325
29,80.8,81.0,26531.8705375,130.0894364725,130.0894364725
30,81.0,81.2,22375.649332499997,119.46649508500002,119.46649508500002
31,81.2,81.4,18981.69191875,110.0337013375,110.0337013375
32,81.4,81.6,16180.26501875,101.59006422,101.59006422
33,81.6,81.8,13965.65367375,94.3819353575,94.3819353575
34,81.8,82.0,11985.7944825,87.43635549000001,87.43635549000001
35,82.0,82.2,10499.59602125,81.83605496999999,81.83605496999999
36,82.2,82.4,9273.0302305,76.90762614500001,76.90762614500001
37,82.4,82.6,8285.6210015,72.697666375,72.697666375
38,82.6,82.8,7415.5988205,68.77507029,68.77507029
39,82.8,83.0,6664.85670525,65.20087724,65.20087724
40,83.0,83.2,6040.40420725,62.071333912499995,62.071333912499995
41,83.2,83.4,5484.8483795,59.14808762999999,59.14808762999999
42,83.4,83.6,5146.161771749999,57.292850445000006,57.292850445000006
43,83.6,83.8,4623.11039525,54.303178987500004,54.303178987500004
44,83.8,84.0,4310.5709705,52.435554405,52.435554405
45,84.0,84.2,3910.0092124999996,49.939882784999995,49.939882784999995
46,84.2,84.4,3740.3277985,48.8441466625,48.8441466625
47,84.4,84.6,3428.4286885,46.763363095,46.763363095
48,84.6,84.8,3185.4222592499996,45.075724805,45.075724805
49,84.8,85.0,3025.3116557499998,43.92822492,43.92822492
