,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,7994.497212749999,71.4079208675,71.4079208675
1,75.2,75.4,8236.87130625,72.48229321750001,72.48229321750001
2,75.4,75.6,8870.24831575,75.217514365,75.217514365
3,75.6,75.8,9292.487022000001,76.9869573525,76.9869573525
4,75.8,76.0,9760.662826,78.90253572499999,78.90253572499999
5,76.0,76.2,10433.569796249998,81.5769967875,81.5769967875
6,76.2,76.4,11128.15172,84.2486053575,84.2486053575
7,76.4,76.6,11768.53628625,86.63881454499999,86.63881454499999
8,76.6,76.8,12515.43052875,89.3458299275,89.3458299275
9,76.8,77.0,13357.99298125,92.3042436525,92.3042436525
10,77.0,77.2,14414.23305375,95.884161635,95.884161635
11,77.2,77.4,15555.92821625,99.60907799499999,99.60907799499999
12,77.4,77.6,16751.870605,103.36722688999998,103.36722688999998
13,77.6,77.8,18359.82860625,108.21454918,108.21454918
14,77.8,78.0,19925.6973825,112.7347923125,112.7347923125
15,78.0,78.2,21878.09884,118.1288755775,118.1288755775
16,78.2,78.4,24095.183674999997,123.9699823175,123.9699823175
17,78.4,78.6,26598.634820000003,130.250911485,130.250911485
18,78.6,78.8,29828.593862499998,137.93289321,137.93289321
19,78.8,79.0,33142.7114075,145.39353747500002,145.39353747500002
20,79.0,79.2,37472.934655,154.60022631,154.60022631
21,79.2,79.4,42920.596905,165.45657339500002,165.45657339500002
22,79.4,79.6,48801.39917,176.42797766,176.42797766
23,79.6,79.8,56680.4223,190.13747551249998,190.13747551249998
24,79.8,80.0,64805.717265,203.3097074,203.3097074
25,80.0,80.2,73560.49548750001,216.6075088,216.6075088
26,80.2,80.4,82558.2941025,229.47304787500002,229.47304787500002
27,80.4,80.6,90050.23599500001,239.659039275,239.659039275
28,80.6,80.8,95031.605485,246.19842819999997,246.19842819999997
29,80.8,81.0,97846.995635,249.81869997499996,249.81869997499996
30,81.0,81.2,99094.0135975,251.40572307499997,251.40572307499997
31,81.2,81.4,99122.039835,251.441229625,251.441229625
32,81.4,81.6,97600.16527000001,249.50332999999998,249.50332999999998
33,81.6,81.8,96050.9027875,247.51536215000002,247.51536215000002
34,81.8,82.0,94331.32854999999,245.28962009999998,245.28962009999998
35,82.0,82.2,91889.714655,242.09442955,242.09442955
36,82.2,82.4,90138.20447000001,239.775931625,239.775931625
37,82.4,82.6,87933.886035,236.82589585,236.82589585
38,82.6,82.8,85759.528745,233.8796501,233.8796501
39,82.8,83.0,83662.408175,231.00242269999998,231.00242269999998
40,83.0,83.2,82113.7441175,228.854276425,228.854276425
41,83.2,83.4,80201.55681999998,226.17393085,226.17393085
42,83.4,83.6,79026.01075,224.51030934999997,224.51030934999997
43,83.6,83.8,77504.17607999999,222.33802659999998,222.33802659999998
44,83.8,84.0,76130.29201749999,220.358636175,220.358636175
45,84.0,84.2,74447.6804975,217.90988107500002,217.90988107500002
46,84.2,84.4,73216.700325,216.100642825,216.100642825
47,84.4,84.6,72380.580915,214.8632994,214.8632994
48,84.6,84.8,71227.31620249999,213.1446228,213.1446228
49,84.8,85.0,69871.94342,211.106985675,211.106985675
