,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33809.8754925,146.84968502750002,146.84968502750002
1,75.2,75.4,33918.96837,147.08640201,147.08640201
2,75.4,75.6,34256.400279999994,147.81622119250002,147.81622119250002
3,75.6,75.8,34515.31883,148.373773765,148.373773765
4,75.8,76.0,34390.9461675,148.10625784249999,148.10625784249999
5,76.0,76.2,34770.4673025,148.92117306,148.92117306
6,76.2,76.4,35313.916992499995,150.0805417075,150.0805417075
7,76.4,76.6,35516.0649575,150.50933316750002,150.50933316750002
8,76.6,76.8,35625.796154999996,150.741781385,150.741781385
9,76.8,77.0,36175.609097500004,151.90051171250002,151.90051171250002
10,77.0,77.2,36349.092505,152.26427432249997,152.26427432249997
11,77.2,77.4,37103.0082675,153.8352596325,153.8352596325
12,77.4,77.6,37700.6353675,155.06913219249998,155.06913219249998
13,77.6,77.8,38162.439940000004,156.01609986,156.01609986
14,77.8,78.0,38608.904884999996,156.9260449675,156.9260449675
15,78.0,78.2,39686.18957,159.1002825725,159.1002825725
16,78.2,78.4,40074.60729,159.87693848499998,159.87693848499998
17,78.4,78.6,40734.111535,161.18703044249997,161.18703044249997
18,78.6,78.8,41495.707085,162.68700265249998,162.68700265249998
19,78.8,79.0,42568.483635000004,164.77646338250003,164.77646338250003
20,79.0,79.2,43242.07081499999,166.07506557999997,166.07506557999997
21,79.2,79.4,44126.722492500005,167.765297045,167.765297045
22,79.4,79.6,44681.6619425,168.81686940249998,168.81686940249998
23,79.6,79.8,44751.15903250001,168.94810400499998,168.94810400499998
24,79.8,80.0,44178.366570000006,167.86339884999998,167.86339884999998
25,80.0,80.2,42391.828575,164.43426401999997,164.43426401999997
26,80.2,80.4,39934.97479,159.598232015,159.598232015
27,80.4,80.6,36049.3015275,151.63505038250003,151.63505038250003
28,80.6,80.8,31706.351775000003,142.20812120000002,142.20812120000002
29,80.8,81.0,26992.179047499998,131.21104450250002,131.21104450250002
30,81.0,81.2,23032.540455000002,121.20539845,121.20539845
31,81.2,81.4,19491.968916250004,111.5010394375,111.5010394375
32,81.4,81.6,16673.40711375,103.124864765,103.124864765
33,81.6,81.8,14217.79007375,95.2285870475,95.2285870475
34,81.8,82.0,12371.8982925,88.83192248499999,88.83192248499999
35,82.0,82.2,10702.7313875,82.62258489499999,82.62258489499999
36,82.2,82.4,9506.802962,77.8697140175,77.8697140175
37,82.4,82.6,8412.9179675,73.25280529999999,73.25280529999999
38,82.6,82.8,7597.148997000001,69.61079075,69.61079075
39,82.8,83.0,6838.134653499999,66.0419635775,66.0419635775
40,83.0,83.2,6271.739354249999,63.2477576725,63.2477576725
41,83.2,83.4,5565.03932425,59.577956255000004,59.577956255000004
42,83.4,83.6,5057.963900500001,56.7988107125,56.7988107125
43,83.6,83.8,4718.0066369999995,54.856821849999996,54.856821849999996
44,83.8,84.0,4349.983241,52.673887135,52.673887135
45,84.0,84.2,4055.93913825,50.86241476499999,50.86241476499999
46,84.2,84.4,3738.9374577500002,48.83435244,48.83435244
47,84.4,84.6,3489.54184425,47.177513090000005,47.177513090000005
48,84.6,84.8,3207.6258215,45.23169430750001,45.23169430750001
49,84.8,85.0,3035.4150645,44.0007739775,44.0007739775
