,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,7824.9294995,70.6440911975,70.6440911975
1,75.2,75.4,8351.094680749999,72.98056182,72.98056182
2,75.4,75.6,8835.178616,75.06603305,75.06603305
3,75.6,75.8,9148.94680675,76.387235765,76.387235765
4,75.8,76.0,9859.45680925,79.29801486000001,79.29801486000001
5,76.0,76.2,10458.32464375,81.6707500375,81.6707500375
6,76.2,76.4,10930.91084,83.495647075,83.495647075
7,76.4,76.6,11657.98724125,86.22779630749999,86.22779630749999
8,76.6,76.8,12604.446247500002,89.65968389249998,89.65968389249998
9,76.8,77.0,13478.864857499999,92.7176356425,92.7176356425
10,77.0,77.2,14334.74226625,95.61594754999999,95.61594754999999
11,77.2,77.4,15356.46319,98.9648734825,98.9648734825
12,77.4,77.6,16662.027065000002,103.0859870875,103.0859870875
13,77.6,77.8,18352.1188975,108.1878793725,108.1878793725
14,77.8,78.0,19820.92313875,112.43394411749999,112.43394411749999
15,78.0,78.2,21799.34611,117.91182683000001,117.91182683000001
16,78.2,78.4,23997.121765,123.71293883249999,123.71293883249999
17,78.4,78.6,26367.762455000004,129.679774665,129.679774665
18,78.6,78.8,29491.6007975,137.1465029175,137.1465029175
19,78.8,79.0,33336.780635,145.81339245499998,145.81339245499998
20,79.0,79.2,37482.34987500001,154.614069875,154.614069875
21,79.2,79.4,42749.78646249999,165.12109634,165.12109634
22,79.4,79.6,48956.67051,176.7020363625,176.7020363625
23,79.6,79.8,55993.9290875,188.975713165,188.975713165
24,79.8,80.0,64378.820817499996,202.6314924,202.6314924
25,80.0,80.2,73416.175325,216.387088925,216.387088925
26,80.2,80.4,82302.4075725,229.109006,229.109006
27,80.4,80.6,89692.97627,239.17451450000002,239.17451450000002
28,80.6,80.8,95251.80593750002,246.47450159999997,246.47450159999997
29,80.8,81.0,98025.54570750002,250.03752404999997,250.03752404999997
30,81.0,81.2,99416.5646725,251.8052715,251.8052715
31,81.2,81.4,99146.7946825,251.46357082499998,251.46357082499998
32,81.4,81.6,97562.50439,249.44628014999998,249.44628014999998
33,81.6,81.8,95991.0203925,247.42918895,247.42918895
34,81.8,82.0,93870.4016675,244.6808224,244.6808224
35,82.0,82.2,92127.32927500001,242.39842944999998,242.39842944999998
36,82.2,82.4,89837.75522499999,239.367406825,239.367406825
37,82.4,82.6,87895.72646749999,236.76605335000002,236.76605335000002
38,82.6,82.8,85757.85315499999,233.86887844999998,233.86887844999998
39,82.8,83.0,83973.98812500002,231.4237139,231.4237139
40,83.0,83.2,82130.7792825,228.869835475,228.869835475
41,83.2,83.4,80542.0805925,226.64548975,226.64548975
42,83.4,83.6,78996.12939500001,224.45984217500003,224.45984217500003
43,83.6,83.8,77596.81227,222.46289794999998,222.46289794999998
44,83.8,84.0,75816.77716,219.8964526,219.8964526
45,84.0,84.2,74973.63623,218.67027977499998,218.67027977499998
46,84.2,84.4,73472.2876425,216.46987105,216.46987105
47,84.4,84.6,72786.6920675,215.457535425,215.457535425
48,84.6,84.8,71296.8132925,213.240969225,213.240969225
49,84.8,85.0,70429.45609749999,211.939993275,211.939993275
