,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,7788.91428825,70.482855555,70.482855555
1,75.2,75.4,8238.564849,72.488776155,72.488776155
2,75.4,75.6,8591.276544,74.0242349675,74.0242349675
3,75.6,75.8,9215.679173249999,76.6669994525,76.6669994525
4,75.8,76.0,9617.503608,78.3206073075,78.3206073075
5,76.0,76.2,10222.14624375,80.74504640500001,80.74504640500001
6,76.2,76.4,10752.1612925,82.8119066175,82.8119066175
7,76.4,76.6,11647.63448875,86.19133227750001,86.19133227750001
8,76.6,76.8,12375.39907875,88.8433125075,88.8433125075
9,76.8,77.0,13223.038170000002,91.83549735000001,91.83549735000001
10,77.0,77.2,14041.33448875,94.6343909175,94.6343909175
11,77.2,77.4,15118.57927875,98.1974532625,98.1974532625
12,77.4,77.6,16374.443957500001,102.19463305000001,102.19463305000001
13,77.6,77.8,17796.12223,106.5387996,106.5387996
14,77.8,78.0,19314.725405,110.99134091750001,110.99134091750001
15,78.0,78.2,21337.222377500002,116.65786713749999,116.65786713749999
16,78.2,78.4,23463.027452499995,122.33107577,122.33107577
17,78.4,78.6,25785.9537225,128.2438937725,128.2438937725
18,78.6,78.8,28615.24728,135.09635871,135.09635871
19,78.8,79.0,32240.5657725,143.39908668750002,143.39908668750002
20,79.0,79.2,36218.57601250001,151.988500135,151.988500135
21,79.2,79.4,41194.7192575,162.0935645275,162.0935645275
22,79.4,79.6,46729.611925,172.63978783,172.63978783
23,79.6,79.8,54188.141755,185.90758819,185.90758819
24,79.8,80.0,62557.474435000004,199.74907865,199.74907865
25,80.0,80.2,70958.68322,212.73928960000003,212.73928960000003
26,80.2,80.4,80183.28491,226.145006975,226.145006975
27,80.4,80.6,87872.727,236.7401216,236.7401216
28,80.6,80.8,93801.1439475,244.59584605,244.59584605
29,80.8,81.0,97322.41627999999,249.144474475,249.144474475
30,81.0,81.2,98978.81678500002,251.255717875,251.255717875
31,81.2,81.4,99118.5490225,251.43305115000004,251.43305115000004
32,81.4,81.6,98331.46056749999,250.43268402500001,250.43268402500001
33,81.6,81.8,96372.1373275,247.925283275,247.925283275
34,81.8,82.0,94983.651695,246.132800925,246.132800925
35,82.0,82.2,92706.02619749999,243.163815025,243.163815025
36,82.2,82.4,90636.33344,240.43419912500002,240.43419912500002
37,82.4,82.6,88800.6847,237.98684035,237.98684035
38,82.6,82.8,86139.1097225,234.39329822500002,234.39329822500002
39,82.8,83.0,84606.4635075,232.29861125,232.29861125
40,83.0,83.2,82672.65312,229.62863837499998,229.62863837499998
41,83.2,83.4,80467.07799250001,226.544754875,226.544754875
42,83.4,83.6,79625.23365,225.356681775,225.356681775
43,83.6,83.8,77850.78384,222.831328275,222.831328275
44,83.8,84.0,76441.91186250001,220.805859125,220.805859125
45,84.0,84.2,75317.45134,219.17594889999998,219.17594889999998
46,84.2,84.4,73801.99987000001,216.95958217499998,216.95958217499998
47,84.4,84.6,73004.139765,215.78367705,215.78367705
48,84.6,84.8,71452.304055,213.47794552499997,213.47794552499997
49,84.8,85.0,70663.9988025,212.29705352499997,212.29705352499997
