,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,8019.647020750001,71.5213623,71.5213623
1,75.2,75.4,8459.766666,73.4577259675,73.4577259675
2,75.4,75.6,8790.801412750001,74.881119725,74.881119725
3,75.6,75.8,9341.910942749999,77.1926958675,77.1926958675
4,75.8,76.0,9887.273598,79.4139297825,79.4139297825
5,76.0,76.2,10518.735647500002,81.910538935,81.910538935
6,76.2,76.4,11223.57058625,84.61045300750001,84.61045300750001
7,76.4,76.6,11962.186616250001,87.3501623425,87.3501623425
8,76.6,76.8,12557.9286775,89.49880730500001,89.49880730500001
9,76.8,77.0,13631.43331125,93.2457856,93.2457856
10,77.0,77.2,14657.09386625,96.69014037250001,96.69014037250001
11,77.2,77.4,15762.46463125,100.269818985,100.269818985
12,77.4,77.6,17026.0489925,104.211365195,104.211365195
13,77.6,77.8,18600.87419625,108.92426128250001,108.92426128250001
14,77.8,78.0,20245.27628,113.6371374225,113.6371374225
15,78.0,78.2,22339.324935,119.36949039250001,119.36949039250001
16,78.2,78.4,24456.9714825,124.89923660500001,124.89923660500001
17,78.4,78.6,27300.5275025,131.9604720775,131.9604720775
18,78.6,78.8,30510.160042500003,139.5020632975,139.5020632975
19,78.8,79.0,34399.7230675,148.1274819825,148.1274819825
20,79.0,79.2,38553.3510975,156.8156156075,156.8156156075
21,79.2,79.4,44079.6862875,167.6785453675,167.6785453675
22,79.4,79.6,50435.81753,179.3608386375,179.3608386375
23,79.6,79.8,57851.420340000004,192.09460452750002,192.09460452750002
24,79.8,80.0,66533.8290325,206.0058115,206.0058115
25,80.0,80.2,75332.890705,219.20507224999997,219.20507224999997
26,80.2,80.4,83449.50850750001,230.71198710000002,230.71198710000002
27,80.4,80.6,90806.4656675,240.66698645000002,240.66698645000002
28,80.6,80.8,95654.06722250002,247.007299325,247.007299325
29,80.8,81.0,98204.8338375,250.27908827500002,250.27908827500002
30,81.0,81.2,98968.26455749999,251.24993310000002,251.24993310000002
31,81.2,81.4,98803.1391525,251.04048435,251.04048435
32,81.4,81.6,97353.9133825,249.19234847500002,249.19234847500002
33,81.6,81.8,95622.80949,246.967005375,246.967005375
34,81.8,82.0,93499.398115,244.209462975,244.209462975
35,82.0,82.2,90949.309715,240.85628822500001,240.85628822500001
36,82.2,82.4,88994.93345499999,238.254336325,238.254336325
37,82.4,82.6,87684.1632825,236.49317155000003,236.49317155000003
38,82.6,82.8,85625.8206525,233.70092050000002,233.70092050000002
39,82.8,83.0,83330.86077750001,230.54801865,230.54801865
40,83.0,83.2,81717.78624249999,228.305720175,228.305720175
41,83.2,83.4,80475.21657250001,226.56310657499998,226.56310657499998
42,83.4,83.6,78501.09228750001,223.7670655,223.7670655
43,83.6,83.8,77251.56094,221.9789716,221.9789716
44,83.8,84.0,75688.17562750001,219.72131355,219.72131355
45,84.0,84.2,74847.5480825,218.497933375,218.497933375
46,84.2,84.4,73435.9432975,216.42758235,216.42758235
47,84.4,84.6,72115.59832500001,214.4731263,214.4731263
48,84.6,84.8,70716.161515,212.3818304,212.3818304
49,84.8,85.0,69693.1140825,210.840088125,210.840088125
