,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33829.623517500004,146.8966414425,146.8966414425
1,75.2,75.4,33618.4592825,146.4374100975,146.4374100975
2,75.4,75.6,34321.42913,147.96058125,147.96058125
3,75.6,75.8,34548.49152249999,148.44913542,148.44913542
4,75.8,76.0,34590.620642500005,148.53971701749998,148.53971701749998
5,76.0,76.2,35252.698115,149.95445356,149.95445356
6,76.2,76.4,35264.8062475,149.98022573,149.98022573
7,76.4,76.6,35687.11477,150.87564905750003,150.87564905750003
8,76.6,76.8,35992.610732500005,151.52001314999998,151.52001314999998
9,76.8,77.0,36536.698742500004,152.6609104125,152.6609104125
10,77.0,77.2,36859.46924,153.3337794825,153.3337794825
11,77.2,77.4,37445.646475,154.54820322999998,154.54820322999998
12,77.4,77.6,37938.7287275,155.56239397250002,155.56239397250002
13,77.6,77.8,38233.4330925,156.16542684499998,156.16542684499998
14,77.8,78.0,39171.70365,158.07003409249998,158.07003409249998
15,78.0,78.2,39773.8588325,159.28034865499998,159.28034865499998
16,78.2,78.4,40523.9646225,160.7752342525,160.7752342525
17,78.4,78.6,41226.256255,162.16240335,162.16240335
18,78.6,78.8,42084.8166025,163.8422421675,163.8422421675
19,78.8,79.0,42750.763889999995,165.1335236325,165.1335236325
20,79.0,79.2,43534.06232,166.63946014500002,166.63946014500002
21,79.2,79.4,44282.2730975,168.06534734,168.06534734
22,79.4,79.6,44676.4755925,168.81178279000002,168.81178279000002
23,79.6,79.8,44782.975295,169.01281369499998,169.01281369499998
24,79.8,80.0,43877.857482499996,167.29617173999998,167.29617173999998
25,80.0,80.2,41712.336935,163.11561458499997,163.11561458499997
26,80.2,80.4,38851.50638,157.4226180325,157.4226180325
27,80.4,80.6,34687.5654925,148.74762981,148.74762981
28,80.6,80.8,29971.198539999998,138.2659566175,138.2659566175
29,80.8,81.0,25933.545274999997,128.6158348575,128.6158348575
30,81.0,81.2,21718.538787499998,117.70056285749999,117.70056285749999
31,81.2,81.4,18549.68891125,108.77571225,108.77571225
32,81.4,81.6,15773.675126249998,100.30662212249999,100.30662212249999
33,81.6,81.8,13604.30471125,93.1539672575,93.1539672575
34,81.8,82.0,11956.0727075,87.3287786225,87.3287786225
35,82.0,82.2,10454.5445925,81.66115529000001,81.66115529000001
36,82.2,82.4,9238.76242025,76.76611858,76.76611858
37,82.4,82.6,8130.82640675,72.0162797225,72.0162797225
38,82.6,82.8,7444.4828005,68.9097358625,68.9097358625
39,82.8,83.0,6687.981842,65.314697675,65.314697675
40,83.0,83.2,5962.08633275,61.66833457,61.66833457
41,83.2,83.4,5557.67869675,59.540115847500005,59.540115847500005
42,83.4,83.6,4995.7356795,56.4498890425,56.4498890425
43,83.6,83.8,4608.550715,54.21826248,54.21826248
44,83.8,84.0,4247.51891775,52.0512259225,52.0512259225
45,84.0,84.2,3869.910748,49.68369704249999,49.68369704249999
46,84.2,84.4,3693.2197825,48.5362370525,48.5362370525
47,84.4,84.6,3460.3985467499997,46.981429165,46.981429165
48,84.6,84.8,3202.698789,45.1981825075,45.1981825075
49,84.8,85.0,2971.156188,43.53370326499999,43.53370326499999
