,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33744.028795000006,146.710471425,146.710471425
1,75.2,75.4,34132.4664625,147.55231576749998,147.55231576749998
2,75.4,75.6,33888.8276975,147.0248240775,147.0248240775
3,75.6,75.8,34216.026540000006,147.7328805375,147.7328805375
4,75.8,76.0,34659.9781,148.6881663125,148.6881663125
5,76.0,76.2,34977.62209,149.36795716499998,149.36795716499998
6,76.2,76.4,35028.647795000004,149.47691041,149.47691041
7,76.4,76.6,35533.2198075,150.5496271175,150.5496271175
8,76.6,76.8,36048.64326,151.6376435575,151.6376435575
9,76.8,77.0,36141.079975,151.83183247,151.83183247
10,77.0,77.2,36489.363325,152.561711495,152.561711495
11,77.2,77.4,37099.756825000004,153.8323472975,153.8323472975
12,77.4,77.6,37782.3004325,155.2409998525,155.2409998525
13,77.6,77.8,38181.6493825,156.05938593500002,156.05938593500002
14,77.8,78.0,38803.512695,157.32505481,157.32505481
15,78.0,78.2,39382.66841,158.4947562625,158.4947562625
16,78.2,78.4,40315.214035,160.36022651500002,160.36022651500002
17,78.4,78.6,41095.3807075,161.9045021225,161.9045021225
18,78.6,78.8,41637.53381,162.96896056499997,162.96896056499997
19,78.8,79.0,42532.45845,164.71103558250002,164.71103558250002
20,79.0,79.2,43350.8445325,166.28814477499998,166.28814477499998
21,79.2,79.4,44122.613307499996,167.76178628500003,167.76178628500003
22,79.4,79.6,44727.9800375,168.90874758750002,168.90874758750002
23,79.6,79.8,44599.717612500004,168.6663455675,168.6663455675
24,79.8,80.0,44327.3544475,168.15050321750002,168.15050321750002
25,80.0,80.2,42246.032297499994,164.15547776000003,164.15547776000003
26,80.2,80.4,39316.9812925,158.3625442325,158.3625442325
27,80.4,80.6,35656.3357775,150.8101813625,150.8101813625
28,80.6,80.8,30730.161020000003,140.00543846,140.00543846
29,80.8,81.0,26412.444855,129.79762449499998,129.79762449499998
30,81.0,81.2,22622.300170000002,120.124283845,120.124283845
31,81.2,81.4,18890.172788750002,109.7690778025,109.7690778025
32,81.4,81.6,16374.47387875,102.198822025,102.198822025
33,81.6,81.8,13897.05422125,94.1507837275,94.1507837275
34,81.8,82.0,12056.1692625,87.69343887,87.69343887
35,82.0,82.2,10534.873175,81.97413156500001,81.97413156500001
36,82.2,82.4,9372.0735575,77.317986115,77.317986115
37,82.4,82.6,8387.8399705,73.14542790750001,73.14542790750001
38,82.6,82.8,7540.131063,69.3508548775,69.3508548775
39,82.8,83.0,6642.028786250001,65.0897896125,65.0897896125
40,83.0,83.2,6158.5233284999995,62.675882795,62.675882795
41,83.2,83.4,5517.47650525,59.32426395,59.32426395
42,83.4,83.6,5077.9991695,56.912651095,56.912651095
43,83.6,83.8,4676.779144,54.617990432499994,54.617990432499994
44,83.8,84.0,4321.49621625,52.50245832,52.50245832
45,84.0,84.2,3940.6964465,50.135926815,50.135926815
46,84.2,84.4,3753.808319,48.9326736675,48.9326736675
47,84.4,84.6,3418.92769425,46.698972565,46.698972565
48,84.6,84.8,3182.9208427500002,45.0583904275,45.0583904275
49,84.8,85.0,2897.1549524999996,42.9880792975,42.9880792975
