,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,8190.778618,72.28128226,72.28128226
1,75.2,75.4,8464.43238625,73.47885037,73.47885037
2,75.4,75.6,8928.780265,75.4673568025,75.4673568025
3,75.6,75.8,9394.4307155,77.4102831975,77.4102831975
4,75.8,76.0,10018.891192500001,79.941640895,79.941640895
5,76.0,76.2,10529.1881375,81.95220926249999,81.95220926249999
6,76.2,76.4,11145.994758750001,84.3185013975,84.3185013975
7,76.4,76.6,11838.073271250001,86.89681551,86.89681551
8,76.6,76.8,12761.70236375,90.22310103,90.22310103
9,76.8,77.0,13746.55033375,93.6397287775,93.6397287775
10,77.0,77.2,14694.405665,96.8142138225,96.8142138225
11,77.2,77.4,15728.394301249999,100.162581225,100.162581225
12,77.4,77.6,17139.350792499998,104.558770855,104.558770855
13,77.6,77.8,18785.029516249997,109.4634821025,109.4634821025
14,77.8,78.0,20424.32504,114.13983436999999,114.13983436999999
15,78.0,78.2,22549.69127,119.93159099500001,119.93159099500001
16,78.2,78.4,24805.793415,125.78811715249999,125.78811715249999
17,78.4,78.6,27531.359972500002,132.5186031275,132.5186031275
18,78.6,78.8,30826.5672875,140.22508038249998,140.22508038249998
19,78.8,79.0,34843.81426,149.082308965,149.082308965
20,79.0,79.2,38892.318965,157.50528047249998,157.50528047249998
21,79.2,79.4,44774.677135,168.99717485500003,168.99717485500003
22,79.4,79.6,51146.307584999995,180.62187969250002,180.62187969250002
23,79.6,79.8,58305.66481,192.849597455,192.849597455
24,79.8,80.0,67259.35950250001,207.12845679999998,207.12845679999998
25,80.0,80.2,76112.1796875,220.33848919999997,220.33848919999997
26,80.2,80.4,84498.766955,232.16057455,232.16057455
27,80.4,80.6,91237.81040749999,241.24067655000002,241.24067655000002
28,80.6,80.8,96304.974095,247.84928330000002,247.84928330000002
29,80.8,81.0,99010.77268000001,251.30698295000002,251.30698295000002
30,81.0,81.2,99179.84769000001,251.52141857499998,251.52141857499998
31,81.2,81.4,98177.08686500002,250.24657385,250.24657385
32,81.4,81.6,97032.75863249999,248.78402315,248.78402315
33,81.6,81.8,95029.90994750001,246.20301612500003,246.20301612500003
34,81.8,82.0,93110.54155,243.703993325,243.703993325
35,82.0,82.2,90985.853535,240.90755330000002,240.90755330000002
36,82.2,82.4,88995.7513025,238.25832582500001,238.25832582500001
37,82.4,82.6,87234.56658,235.888961775,235.888961775
38,82.6,82.8,85180.65229499999,233.0953144,233.0953144
39,82.8,83.0,82942.42310999999,230.01262775,230.01262775
40,83.0,83.2,81080.50351250001,227.41626114999997,227.41626114999997
41,83.2,83.4,79643.36592750001,225.391789375,225.391789375
42,83.4,83.6,78458.8833775,223.70941722500004,223.70941722500004
43,83.6,83.8,76987.336355,221.6015649,221.6015649
44,83.8,84.0,75650.9934875,219.669849,219.669849
45,84.0,84.2,74404.03536750001,217.852033325,217.852033325
46,84.2,84.4,72717.454295,215.368569575,215.368569575
47,84.4,84.6,71755.6456875,213.93973015,213.93973015
48,84.6,84.8,70678.8796375,212.3283711,212.3283711
49,84.8,85.0,69655.752415,210.7860304,210.7860304
