,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33566.5558875,146.3182038375,146.3182038375
1,75.2,75.4,33871.3935825,146.9810592625,146.9810592625
2,75.4,75.6,34195.420772499994,147.6824133625,147.6824133625
3,75.6,75.8,34197.35568,147.6866821275,147.6866821275
4,75.8,76.0,34366.98922,148.0524394875,148.0524394875
5,76.0,76.2,34699.294622500005,148.7665998825,148.7665998825
6,76.2,76.4,34928.2520275,149.256490535,149.256490535
7,76.4,76.6,35386.865,150.23323982,150.23323982
8,76.6,76.8,35532.9405425,150.5430444425,150.5430444425
9,76.8,77.0,35995.9619125,151.5206714175,151.5206714175
10,77.0,77.2,36358.86678,152.2825462325,152.2825462325
11,77.2,77.4,36721.7716475,153.040611075,153.040611075
12,77.4,77.6,37367.9110675,154.3811828125,154.3811828125
13,77.6,77.8,37677.2170025,155.01880465,155.01880465
14,77.8,78.0,38546.568947499996,156.7970644325,156.7970644325
15,78.0,78.2,39231.54615,158.18401410750002,158.18401410750002
16,78.2,78.4,39820.23677,159.36642211749998,159.36642211749998
17,78.4,78.6,40551.173012499996,160.82241009000003,160.82241009000003
18,78.6,78.8,41444.1427975,162.58357486499997,162.58357486499997
19,78.8,79.0,42207.6134125,164.07435127750003,164.07435127750003
20,79.0,79.2,42812.20219,165.24510994750003,165.24510994750003
21,79.2,79.4,43740.239680000006,167.02658127750001,167.02658127750001
22,79.4,79.6,44242.19856999999,167.98220615999998,167.98220615999998
23,79.6,79.8,44589.7438625,168.6406531875,168.6406531875
24,79.8,80.0,44120.977612500006,167.751892325,167.751892325
25,80.0,80.2,42814.0972025,165.24878028749998,165.24878028749998
26,80.2,80.4,40870.073695,161.45354898999997,161.45354898999997
27,80.4,80.6,37558.58922,154.77454751250002,154.77454751250002
28,80.6,80.8,32924.904655000006,144.91296230499998,144.91296230499998
29,80.8,81.0,28154.081027499997,134.0032955525,134.0032955525
30,81.0,81.2,23951.5816225,123.59810107499999,123.59810107499999
31,81.2,81.4,20325.644757500002,113.8589536225,113.8589536225
32,81.4,81.6,17425.537575000002,105.423614665,105.423614665
33,81.6,81.8,15042.689015000002,97.9507026875,97.9507026875
34,81.8,82.0,12862.0482625,90.57329934,90.57329934
35,82.0,82.2,11067.242028749999,84.01653614250002,84.01653614250002
36,82.2,82.4,9874.535124500002,79.3602710075,79.3602710075
37,82.4,82.6,8693.96427925,74.46529414,74.46529414
38,82.6,82.8,7866.07919725,70.83109901,70.83109901
39,82.8,83.0,7042.6823027499995,67.02152545999999,67.02152545999999
40,83.0,83.2,6415.07809975,63.9655485125,63.9655485125
41,83.2,83.4,5706.469094,60.329358632499996,60.329358632499996
42,83.4,83.6,5277.8631457500005,58.0195179225,58.0195179225
43,83.6,83.8,4822.4617207500005,55.459914565,55.459914565
44,83.8,84.0,4497.816158250001,53.560633300000006,53.560633300000006
45,84.0,84.2,4089.6125130000005,51.072302359999995,51.072302359999995
46,84.2,84.4,3767.5282095000002,49.019983875,49.019983875
47,84.4,84.6,3616.3660545,48.0264986375,48.0264986375
48,84.6,84.8,3326.79817075,46.063604795,46.063604795
49,84.8,85.0,3062.11878275,44.193267352499994,44.193267352499994
