,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33853.500675,146.9463506125,146.9463506125
1,75.2,75.4,34287.8973825,147.88613718000002,147.88613718000002
2,75.4,75.6,34395.0753,148.1170693875,148.1170693875
3,75.6,75.8,34448.015965000006,148.23106934999998,148.23106934999998
4,75.8,76.0,34624.052652499995,148.609313845,148.609313845
5,76.0,76.2,34897.074085,149.19413465,149.19413465
6,76.2,76.4,35101.1569575,149.62972820750002,149.62972820750002
7,76.4,76.6,35746.039685,150.9979272325,150.9979272325
8,76.6,76.8,35887.646987500004,151.296800625,151.296800625
9,76.8,77.0,36186.12143,151.9245683975,151.9245683975
10,77.0,77.2,36447.633155,152.47254617,152.47254617
11,77.2,77.4,37503.274802500004,154.664816315,154.664816315
12,77.4,77.6,37591.94144,154.847535415,154.847535415
13,77.6,77.8,38375.239870000005,156.45257110749998,156.45257110749998
14,77.8,78.0,38528.316985,156.76431063750002,156.76431063750002
15,78.0,78.2,39595.428445000005,158.92043591249998,158.92043591249998
16,78.2,78.4,40115.85872,159.9612964625,159.9612964625
17,78.4,78.6,40920.860029999996,161.5583332075,161.5583332075
18,78.6,78.8,41639.089715,162.97003773,162.97003773
19,78.8,79.0,42651.34555,164.9390754025,164.9390754025
20,79.0,79.2,43276.4004625,166.14324613500003,166.14324613500003
21,79.2,79.4,44058.3823575,167.6375333075,167.6375333075
22,79.4,79.6,44745.354309999995,168.939406895,168.939406895
23,79.6,79.8,44522.740209999996,168.5186542775,168.5186542775
24,79.8,80.0,44108.15137,167.7322041425,167.7322041425
25,80.0,80.2,42572.89203249999,164.787294875,164.787294875
26,80.2,80.4,39447.4379425,158.6231782675,158.6231782675
27,80.4,80.6,35901.650132500006,151.326243135,151.326243135
28,80.6,80.8,31323.1802475,141.34806479,141.34806479
29,80.8,81.0,26748.5801775,130.619301915,130.619301915
30,81.0,81.2,22785.0518225,120.5541325225,120.5541325225
31,81.2,81.4,19402.54427375,111.24648939,111.24648939
32,81.4,81.6,16257.36210625,101.83150875999999,101.83150875999999
33,81.6,81.8,14160.12185125,95.0364926225,95.0364926225
34,81.8,82.0,12325.679935,88.66709629249999,88.66709629249999
35,82.0,82.2,10662.188093750001,82.46695449999999,82.46695449999999
36,82.2,82.4,9447.726446,77.628369215,77.628369215
37,82.4,82.6,8358.944022,73.01850196500001,73.01850196500001
38,82.6,82.8,7539.955525,69.34923912999999,69.34923912999999
39,82.8,83.0,6743.27431725,65.58315112999999,65.58315112999999
40,83.0,83.2,6317.838026750001,63.4806247875,63.4806247875
41,83.2,83.4,5553.0668347499995,59.514602995000004,59.514602995000004
42,83.4,83.6,5190.140025,57.5369480025,57.5369480025
43,83.6,83.8,4740.4535587499995,54.9878968725,54.9878968725
44,83.8,84.0,4345.6227175,52.6481349125,52.6481349125
45,84.0,84.2,3966.1035772499995,50.2966039275,50.2966039275
46,84.2,84.4,3723.72150475,48.7354726825,48.7354726825
47,84.4,84.6,3508.7772185000003,47.308029582500005,47.308029582500005
48,84.6,84.8,3270.225066,45.6715765775,45.6715765775
49,84.8,85.0,3103.104911,44.4892483575,44.4892483575
