,xlow,xhigh,val,errminus,errplus
0,75.0,75.2,33590.2535175,146.3714636625,146.3714636625
1,75.2,75.4,34015.03553,147.29401559,147.29401559
2,75.4,75.6,34203.2002975,147.70090469500002,147.70090469500002
3,75.6,75.8,34456.4138625,148.2466084525,148.2466084525
4,75.8,76.0,34610.149245,148.5770188425,148.5770188425
5,76.0,76.2,34452.60389,148.23848982,148.23848982
6,76.2,76.4,35203.986319999996,149.84621842500002,149.84621842500002
7,76.4,76.6,35494.1626025,150.46247649,150.46247649
8,76.6,76.8,35645.983025,150.7839703475,150.7839703475
9,76.8,77.0,36050.9771175,151.63810235000003,151.63810235000003
10,77.0,77.2,36225.7172175,152.005096455,152.005096455
11,77.2,77.4,37037.6602575,153.6991777875,153.6991777875
12,77.4,77.6,37552.425442499996,154.7636561775,154.7636561775
13,77.6,77.8,37847.708285,155.3708979725,155.3708979725
14,77.8,78.0,38827.3898525,157.36883957249998,157.36883957249998
15,78.0,78.2,39279.619625,158.28265449500003,158.28265449500003
16,78.2,78.4,40080.072905,159.8872912375,159.8872912375
17,78.4,78.6,40731.3388325,161.181106035,161.181106035
18,78.6,78.8,41384.419982499996,162.46813868249998,162.46813868249998
19,78.8,79.0,42128.840735,163.9229497525,163.9229497525
20,79.0,79.2,43375.739012499995,166.33103190000003,166.33103190000003
21,79.2,79.4,43919.807075000004,167.370974865,167.370974865
22,79.4,79.6,44396.27306000001,168.2763719425,168.2763719425
23,79.6,79.8,44518.6908675,168.50818184,168.50818184
24,79.8,80.0,44238.7077575,167.97749855,167.97749855
25,80.0,80.2,42924.12761250001,165.46283691,165.46283691
26,80.2,80.4,40039.938534999994,159.8072618675,159.8072618675
27,80.4,80.6,36492.35545,152.5635267175,152.5635267175
28,80.6,80.8,32349.0801725,143.6418078675,143.6418078675
29,80.8,81.0,27722.2974425,132.9733263375,132.9733263375
30,81.0,81.2,23520.97494,122.4835345125,122.4835345125
31,81.2,81.4,19945.325722499998,112.7899272025,112.7899272025
32,81.4,81.6,17088.504615,104.40024807249999,104.40024807249999
33,81.6,81.8,14370.12913125,95.73706877,95.73706877
34,81.8,82.0,12686.28086625,89.95329114500001,89.95329114500001
35,82.0,82.2,10915.700871250001,83.44031271,83.44031271
36,82.2,82.4,9784.82922225,78.999879525,78.999879525
37,82.4,82.6,8622.07348925,74.15756405750001,74.15756405750001
38,82.6,82.8,7656.411024749999,69.88149827250001,69.88149827250001
39,82.8,83.0,6922.923497,66.449949795,66.449949795
40,83.0,83.2,6267.253161499999,63.224997575,63.224997575
41,83.2,83.4,5637.07373625,59.9620852625,59.9620852625
42,83.4,83.6,5203.349259499999,57.60909811,57.60909811
43,83.6,83.8,4814.919571,55.41716707249999,55.41716707249999
44,83.8,84.0,4398.415771,52.966058167499995,52.966058167499995
45,84.0,84.2,4016.3632982500003,50.613469965,50.613469965
46,84.2,84.4,3756.76254375,48.950387047499994,48.950387047499994
47,84.4,84.6,3604.31576975,47.946848270000004,47.946848270000004
48,84.6,84.8,3315.40016925,45.9851911725,45.9851911725
49,84.8,85.0,3058.99101475,44.171145575000004,44.171145575000004
