mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax
33.2232,89.9551,8.56126,10.3217,10.2043,4.21317
92.4363,84.2808,72.8722,107.637,99.3905,37.8211
91.2682,89.1742,27.3484,41.4761,38.3616,15.4114
86.6713,83.9507,80.7972,114.881,107.135,40.1877
90.3127,93.015,72.3355,112.084,103.846,43.4407
92.5689,83.0558,38.5057,56.4522,52.1252,19.5515
88.1387,89.7408,44.1897,65.8244,61.225,24.6131
92.8947,92.3751,21.3264,33.5483,30.9336,12.9127
80.8735,87.7716,61.7842,86.8365,81.7578,31.7574
89.6913,94.4416,29.9747,46.7338,43.3478,18.3901
92.4765,92.1816,57.4994,90.0173,83.0666,34.5748
88.7291,124.89,54.0396,118.558,110.158,61.6947
92.9098,97.7343,39.5235,65.0632,59.9901,26.4955
78.4391,90.5568,29.384,41.3824,39.11,15.6144
91.2255,96.8779,19.6378,31.619,29.246,12.7634
87.8293,94.4359,67.2303,103.339,96.1705,40.662
89.5146,85.799,53.6449,78.66,72.9771,28.1615
90.834,90.8456,64.5825,98.848,91.494,37.4198
89.8589,94.134,75.3242,117.312,108.779,46.0129
87.6114,91.4062,74.3421,115.096,106.761,44.864
89.6231,91.0335,78.4583,119.179,110.557,45.2053
86.0401,91.637,22.7304,35.1575,32.6705,13.8333
74.5699,87.7484,83.1346,112.862,107.276,41.2645
91.1899,92.0776,65.5968,101.604,93.9828,38.9836
91.0979,91.6167,61.0946,94.2251,87.1737,35.9697
92.9467,89.2041,66.9174,102.843,94.8186,38.2529
90.8335,93.1691,64.1285,99.8834,92.4533,38.7752
93.4921,91.8252,39.7519,62.5568,57.6166,23.9352
90.0632,88.9148,58.01,87.0695,80.7081,32.2594
92.4254,93.2251,72.4491,114.319,105.502,44.4059
90.2139,93.1023,76.8944,119.136,110.399,46.216
93.151,91.424,63.4982,99.4854,91.6725,37.9362
88.3949,93.3369,73.2917,112.21,104.322,43.6388
93.564,88.0599,39.0012,59.6474,54.9426,21.8914
90.9063,91.0317,61.6795,94.5759,87.5289,35.8725
91.787,91.293,40.2796,62.2943,57.559,23.6966
103.016,92.2073,69.6925,119.762,108.271,46.0722
89.3357,91.8681,74.1659,113.674,105.442,43.6754
90.5861,91.2047,47.1439,72.2088,66.8678,27.4408
93.1769,90.5012,76.4312,119.456,110.01,45.2386
91.3181,90.6205,19.4027,29.7502,27.5128,11.2333
90.3976,92.9394,47.731,73.9634,68.5163,28.6422
89.8104,90.9273,78.804,119.78,111.077,45.3829
83.497,95.6785,36.4007,59.4986,55.3088,25.1323
90.1276,92.1699,77.8246,119.652,110.895,45.9514
76.078,91.7935,85.4359,119.675,113.489,45.8236
91.4788,91.3217,74.7525,115.365,106.656,43.8971
90.4253,90.5946,76.0782,115.869,107.33,43.738
90.4664,90.7828,78.6053,119.918,111.073,45.3606
91.0132,92.264,72.8135,112.78,104.356,43.3563
92.4335,90.8951,70.3996,109.081,100.669,41.3132
92.2469,89.4878,54.1889,82.9595,76.5919,30.9348
91.0646,90.2264,74.2849,113.361,104.885,42.6176
91.0237,90.1259,37.1417,56.6215,52.3916,21.2633
90.6681,85.7332,57.0663,84.143,77.924,30.0641
91.4351,90.8938,45.2348,69.5626,64.3167,26.3451
90.5776,91.402,32.724,50.1923,46.4806,19.1153
73.4613,91.5029,40.7945,58.5372,55.4717,23.2864
80.2236,93.2886,76.1657,113.903,106.961,45.5347
116.404,90.7232,55.0901,108.901,95.7427,41.4662
91.8024,89.5592,74.4299,113.637,105,42.4071
77.9091,90.5214,50.6118,74.2705,69.8853,29.2131
90.6935,90.1229,40.1652,61.0815,56.5526,22.9369
91.2157,83.8797,81.2323,118.72,109.863,41.512
90.9259,90.6976,71.5882,109.514,101.35,41.3861
95.103,91.3799,71.0136,112.802,103.58,42.9566
91.0661,90.3343,78.5576,119.978,111.006,45.1591
87.3457,90.0471,50.4354,75.0756,69.9039,28.2292
87.3829,90.9337,70.2788,105.002,97.7949,39.7843
100.944,96.8904,25.8127,45.5873,41.3649,18.4067
88.5968,105.475,59.7246,101.598,94.4154,44.6684
91.2384,95.0958,5.01026,7.94603,7.35022,3.1485
95.3968,92.1013,67.1534,107.568,98.7145,41.2836
90.9562,89.7765,77.7067,118.101,109.293,44.179
92.7725,92.1381,74.7453,117.249,108.136,45.0133
98.0891,88.5798,73.0871,116.297,106.211,42.9824
91.1561,92.3352,36.2035,56.1666,51.9576,21.609
85.8067,92.358,52.7273,80.2317,74.7589,31.3483
90.8042,91.0856,60.8052,93.2027,86.2742,35.3728
91.9413,92.6004,70.7634,110.682,102.238,42.7049
86.6944,91.762,70.595,107.49,100.018,41.6804
91.7491,89.5531,60.0684,93.8402,86.4606,35.6138
92.6779,90.0104,76.6775,118.228,109.064,44.3434
92.6686,93.7142,20.1413,31.9695,29.4904,12.4833
91.4369,91.2578,47.9934,74.0083,68.4267,28.141
96.5262,91.5684,72.8687,117.316,107.43,44.7744
92.3556,93.4052,75.1477,118.682,109.543,46.1898
94.347,90.4755,75.0963,117.703,108.241,44.3783
91.8795,91.2658,66.8556,103.447,95.5667,39.3384
90.9035,72.0858,84.241,114.991,106.65,34.8501
91.3514,91.5498,60.6136,93.6153,86.5687,35.7102
78.4319,91.3425,57.1421,80.8435,76.4048,30.7685
85.0314,92.3846,63.397,96.8169,90.2418,38.1031
91.7898,91.8838,76.9141,119.494,110.409,45.7481
91.8477,90.6355,77.0172,118.574,109.549,44.7799
85.1255,91.6311,73.4379,111.815,104.181,43.7105
91.081,90.265,74.378,113.549,105.055,42.7066
94.8669,90.7521,70.957,111.92,102.821,42.327
68.4769,93.1512,35.9022,48.5663,46.5477,18.8501
94.4484,92.9812,58.7089,93.9951,86.4125,36.4173
90.7114,91.2897,59.7099,91.5987,84.804,34.8417
92.7886,87.6,27.9097,42.3027,39.0225,15.4441
116.835,90.4184,19.5929,38.6184,33.9398,14.6382
91.0589,91.2718,74.77,114.985,106.387,43.7287
90.6181,89.0374,74.5972,112.501,104.176,41.7377
94.206,93.4667,43.6784,70.0734,64.4498,27.2898
92.8957,100.449,69.9345,118.082,108.874,49.4308
91.1383,92.0547,65.3386,101.137,93.5612,38.7924
91.3623,90.3141,16.9603,25.9545,24.0008,9.76698
91.1425,92.6435,67.0202,104.213,96.4056,40.2276
100.113,72.094,17.8489,25.4496,23.2891,7.69746
90.2917,91.4393,77.5631,119.247,110.429,45.5733
92.3005,90.3984,77.2154,119.116,109.953,44.8803
86.402,121.473,55.0386,117.068,108.906,60.3776
91.1458,90.7658,68.2103,104.57,96.7355,39.5477
91.813,98.3191,19.5971,32.1128,29.6703,13.1554
88.8908,90.715,46.5985,72.4018,67.0067,27.988
88.3713,89.877,43.1926,66.5422,61.6286,25.5233
90.3025,91.4978,51.3377,78.9105,73.0808,30.1608
93.1481,88.9306,42.7797,65.6544,60.5172,24.3316
91.9449,90.3416,52.5679,80.8142,74.65,30.4215
87.4754,88.8135,19.9003,29.3439,27.3234,10.8645
91.2382,92.1579,73.3854,113.769,105.227,43.6863
87.2347,92.1751,54.5683,82.4014,76.7378,31.7221
63.8497,88.3703,58.911,76.198,73.452,28.0568
87.6293,89.5842,41.4142,61.4108,57.1711,22.9227
90.1884,90.7991,24.0155,36.5669,33.887,13.8344
88.5168,90.3661,78.5954,118.569,110.131,44.8474
91.096,91.3975,70.5149,108.573,100.448,41.3471
77.3268,91.959,48.454,71.7491,67.5551,28.7453
90.248,91.6096,73.9517,113.326,105.009,43.2576
94.5077,91.4673,33.0283,52.2479,48.0304,19.914
91.0333,91.3452,32.1802,49.5064,45.8069,18.8426
92.0779,91.3649,66.7329,103.509,95.5862,39.409
86.2658,100.366,51.0885,83.1408,77.4157,35.274
96.6784,91.5895,61.1306,98.5447,90.2159,37.6154
88.4853,90.8614,61.579,92.6678,86.1397,35.083
88.2123,89.2417,56.3098,84.8501,78.7655,31.9204
86.8247,91.3859,20.8045,32.4156,30.0682,12.7476
87.9942,91.9359,60.6122,94.3201,87.4486,36.9249
94.9439,92.532,37.2043,59.5859,54.728,22.9745
91.6597,89.5829,73.9837,112.858,104.307,42.1272
95.8571,89.9648,70.5546,111.45,102.205,41.7903
97.0031,90.591,39.0679,62.6133,57.2917,23.6426
89.8824,88.8455,69.9298,104.805,97.1751,38.8059
89.8507,92.3865,77.0318,118.535,109.898,45.6733
122.414,92.8404,43.5065,103.057,88.9471,40.6797
90.1213,91.8985,55.6302,85.3521,79.1061,32.6822
91.7233,93.7081,60.4987,95.2948,88.0609,37.2079
89.8313,60.253,89.4954,113.813,106.35,28.7926
92.5919,91.0302,60.7893,94.4026,87.0961,35.8069
91.1063,89.8789,78.5287,119.637,110.676,44.8236
86.5225,90.5756,55.7892,85.0418,79.0494,32.8269
92.1538,94.5955,58.8471,93.6884,86.5066,36.9271
89.883,81.5014,73.9625,105.59,97.9649,35.8792
89.9404,91.1681,77.3354,117.86,109.271,44.771
91.3752,84.6792,49.3836,72.6345,67.1904,25.6376
76.5039,89.6448,34.61,47.9608,45.459,17.9143
87.2077,83.9802,83.601,119.417,111.245,41.8398
88.5522,91.4352,56.3145,85.2935,79.257,32.543
88.5723,90.866,69.8842,105.234,97.8057,39.8433
88.077,93.7562,49.5604,77.0141,71.5252,30.3949
91.8914,92.5102,30.4766,47.6177,43.989,18.3549
88.0075,91.7613,79.1088,119.404,111.086,45.6528
94.3502,89.4094,73.4182,114.114,104.949,42.5218
87.4976,91.6804,72.2063,111.041,103.117,43.1639
84.9827,91.8238,69.1096,108.062,100.415,43.1444
87.624,99.3577,75.1331,119.875,111.597,49.6351
78.7673,92.1092,79.7533,113.66,107.355,43.6522
86.6901,92.1536,63.8461,95.7409,89.2771,36.762
71.3358,90.9952,62.7118,100.856,94.6949,44.2776
90.9317,91.5374,72.8495,112.156,103.794,42.781
91.2117,88.4495,72.9092,109.955,101.712,40.5255
89.2597,91.8449,77.1024,117.502,109.074,44.9695
88.5758,84.2033,81.4022,117.264,109.003,41.1485
91.1742,90.659,64.6634,99.0739,91.6467,37.4248
91.6181,89.4496,78.1116,119.002,109.995,44.3547
88.1616,93.9564,60.7269,93.2639,86.741,36.5183
84.2282,91.8077,62.2742,91.6853,85.8461,35.0944
92.1089,90.7715,62.9829,97.2578,89.8114,36.7849
91.7406,92.3924,75.1528,117.247,108.335,45.1562
92.0314,91.4334,64.6726,100.342,92.6688,38.2354
89.3561,91.2989,31.6672,48.708,45.1374,18.7036
92.1431,91.3132,43.5334,67.5199,62.3458,25.6896
91.1222,90.2997,51.0638,77.9998,72.1596,29.3475
90.9219,90.9846,22.353,34.2662,31.7123,12.9904
92.8374,91.6686,60.2937,94.2783,86.9402,36.0102
90.8456,102.754,70.7775,119.756,110.846,51.2726
91.5781,90.8118,46.0407,70.8341,65.475,26.8025
90.0293,79.9951,64.6984,91.5895,84.9756,30.5547
89.433,92.5553,73.6044,112.908,104.777,43.548
91.311,87.8338,75.6658,113.693,105.154,41.6131
85.8131,86.8048,83.0333,119.513,111.613,43.2263
91.1552,92.2473,69.4997,107.75,99.6758,41.4152
90.5204,91.3732,64.4579,99.22,91.8449,37.8923
92.9583,90.8973,75.6972,118.649,109.291,45.1735
91.9648,90.9364,56.8099,87.7398,81.0435,33.2451
91.2006,91.4527,56.9835,87.8441,81.2546,33.4733
91.5871,91.4175,75.4609,116.638,107.811,44.4282
88.8422,92.4465,70.3045,107.286,99.6646,41.3258
92.1216,90.3348,75.1114,117.449,108.243,44.7059
91.1577,89.9179,52.0688,79.333,73.3888,29.7231
90.8768,92.0419,63.9679,98.8092,91.4518,37.8942
90.9746,91.552,72.5962,111.806,103.462,42.6502
96.366,89.1446,41.2637,65.0082,59.5647,24.1573
89.0587,90.5197,15.2953,23.0539,21.4082,8.69514
91.3671,96.6574,56.3151,90.6154,83.7925,36.4954
85.1634,90.9868,47.7264,70.8118,66.1413,27.0206
67.9233,101.166,83.8124,118.138,113.305,49.8138
91.5708,83.5029,52.4315,76.6096,70.8542,26.6697
91.9672,99.1803,65.1637,107.76,99.5348,44.5321
90.6776,90.8411,77.7529,118.853,110.044,44.9867
91.8947,93.6902,59.8361,96.0443,88.5474,37.9273
89.2314,90.9659,35.2284,55.3485,51.1526,21.5505
91.0424,90.7522,78.2384,119.839,110.882,45.3153
88.3678,90.038,23.402,35.1245,32.6407,13.2194
89.5271,89.6473,60.5507,91.0102,84.4411,33.9952
89.8616,83.2112,57.4835,82.9891,76.9753,28.7998
91.0969,93.3956,50.0218,78.2095,72.3566,30.4351
92.1913,96.7647,31.8011,51.6984,47.7204,20.8737
96.0215,91.0939,74.7371,119.378,109.423,45.3341
93.3653,94.8378,61.2685,98.7348,90.9574,39.0158
79.4614,90.4732,65.0879,101.222,94.5088,41.2721
87.1048,91.4473,66.3276,99.2604,92.4923,37.8212
91.6543,91.6831,45.927,71.1681,65.7741,27.1871
94.372,90.7893,32.2638,50.7053,46.6261,19.1834
90.6296,118.837,56.3695,115.544,106.986,57.2216
89.6333,95.9681,60.5569,95.5164,88.6065,38.1974
93.3415,92.0062,61.6891,97.1773,89.5199,37.2735
90.8696,83.3232,57.5406,83.6048,77.4188,29.0403
94.6679,91.0702,63.3271,99.9844,91.8878,37.9443
92.1098,86.4939,27.4364,41.062,37.928,14.8024
90.4972,92.755,73.0907,113.187,104.832,43.7446
90.8969,67.8744,65.0118,86.3071,80.2451,24.5266
91.1857,93.9378,75.1803,118.131,109.273,46.2374
89.8106,89.9809,62.6504,94.6022,87.7259,35.4755
91.892,90.7644,55.1064,84.9514,78.4787,32.1277
87.4488,90.6135,64.4633,98.2336,91.2396,37.7206
95.9995,115.087,56.7895,119.343,109.38,57.2287
75.7212,109.267,65.5354,103.437,98.113,47.2697
100.311,89.8877,52.7869,86.4731,78.6324,32.4196
88.2938,88.2973,77.742,116.555,108.165,43.4208
84.6745,91.0775,31.5205,46.9367,43.8442,18.0227
92.4906,89.9882,64.2743,98.9491,91.3111,37.1034
91.3673,93.1918,23.3101,36.5455,33.7849,14.2125
92.0325,91.2372,76.0113,117.725,108.726,44.7541
88.0394,64.8293,9.63963,12.4859,11.6622,3.40536
92.926,91.9929,76.2693,119.647,110.316,45.8616
94.3559,91.0076,74.048,116.563,107.187,44.2047
91.5508,87.8999,79.4506,119.636,110.603,43.8218
90.5424,90.07,68.8827,104.6,96.8708,39.2555
91.1005,91.6224,77.1538,119.001,110.094,45.4297
91.622,95.5146,55.6868,89.2881,82.4904,35.6235
89.5535,95.0321,29.1238,47.5604,43.9229,19.3584
91.0605,89.6735,56.8676,86.4292,79.9679,32.2939
109.854,90.4344,26.2258,47.4437,42.3208,17.9361
90.8458,85.7083,62.793,92.6798,85.8033,33.1053
90.0241,91.9554,70.025,107.406,99.5633,41.1522
90.8327,91.7373,49.6681,76.5187,70.8269,29.2484
88.6999,97.2676,71.9848,116.875,108.31,48.159
95.47,91.8555,74.424,119.04,109.229,45.5657
89.7247,94.8936,54.1312,86.2843,79.8661,34.5368
91.0838,91.2558,77.8138,119.673,110.72,45.5037
107.534,92.0931,51.9411,93.4361,83.6998,35.9383
92.6831,91.0644,76.5644,119.039,109.804,45.1746
89.1851,91.0714,77.3648,117.179,108.788,44.4654
90.8849,92.8479,36.0617,56.0549,51.8796,21.6865
90.5158,78.7417,64.8898,91.4165,84.7678,30.029
93.4158,86.8132,69.0638,104.546,96.3381,37.8309
90.7438,84.516,47.1627,69.0104,63.909,24.3102
90.6404,98.1812,52.1804,84.535,78.2745,34.5824
83.9632,95.6714,60.7192,92.3254,86.4129,37.0414
91.1522,96.1827,68.4501,109.506,101.301,43.8858
89.7526,91.0848,77.4289,117.769,109.224,44.6959
90.0814,92.8031,72.8623,113.383,104.999,44.0827
94.0817,97.1528,68.3325,113.09,104.039,45.7792
90.9369,91.0319,52.1853,80.0363,74.0686,30.3577
91.1093,89.047,61.5738,93.1913,86.2184,34.578
89.6252,90.6441,72.4287,109.713,101.776,41.4369
90.3956,84.2765,67.9006,99.0796,91.7993,34.8349
93.7485,90.759,60.7545,94.9937,87.4536,35.9259
93.2484,91.2561,54.4117,85.0911,78.4071,32.3591
90.7584,82.9577,62.3777,90.3555,83.69,31.2485
93.2372,90.5524,2.58053,4.00584,3.6929,1.51149
91.7626,92.4328,65.8853,102.79,94.9783,39.5927
95.7478,90.3527,63.7099,105.972,96.6244,41.1311
92.433,92.4546,65.6547,102.971,95.0282,39.6681
89.9145,91.8062,65.1889,99.7961,92.5279,38.1746
88.8495,93.1742,36.5566,57.2957,53.0947,22.5833
94.6613,89.4585,51.8044,81.689,74.9729,30.7008
94.7673,94.0617,31.0536,50.3111,46.2231,19.7182
94.4217,92.0665,70.2433,111.59,102.598,42.8135
88.8051,90.9894,77.762,117.42,109.083,44.5247
121.032,90.5934,22.3759,47.0551,40.9643,17.9066
93.5855,92.0383,65.7634,103.746,95.5356,39.7878
91.7898,79.6029,73.9184,105.46,97.5683,35.0241
91.2726,90.7854,61.2086,93.9375,86.8795,35.5341
91.192,91.2577,75.1517,115.675,106.999,43.9841
90.5548,94.4917,52.5102,82.4589,76.3641,32.4653
89.6734,94.4342,46.41,72.3446,67.1051,28.4659
94.7279,81.44,22.9969,33.8105,31.1134,11.4907
87.9355,95.0682,35.1541,55.4967,51.5181,22.3084
84.002,89.8987,40.0637,59.1052,55.2523,22.4643
90.7262,93.9038,14.3012,22.383,20.7223,8.75773
93.6014,90.6616,67.9364,106.027,97.6382,40.058
90.5461,91.3612,45.6836,70.0325,64.8573,26.6594
92.1421,95.6807,63.4095,102.301,94.4161,40.8956
91.4093,91.3407,74.7882,115.376,106.68,43.9103
92.4254,90.9738,64.0607,99.3133,91.6553,37.6462
91.5123,89.7437,73.2609,111.768,103.327,41.7946
113.929,93.542,21.1988,42.0167,37.1151,16.4358
91.1144,89.6456,74.9061,113.866,105.343,42.5325
93.5885,90.0744,67.2282,104.426,96.1692,39.1962
88.3676,91.4532,29.3165,44.277,41.1652,16.8755
93.1047,87.5118,57.1317,87.0738,80.2344,31.853
93.0408,91.7548,21.4605,33.6323,31.0028,12.8582
90.2972,91.828,42.556,65.3438,60.5426,25.0016
80.8564,94.1086,37.4727,54.7449,51.5446,21.4665
90.0353,111.687,64.6647,119.354,110.637,55.5432
93.8953,92.2154,69.5843,110.221,101.436,42.3557
89.7598,91.9646,66.9672,102.521,95.0814,39.2848
83.7942,91.5555,74.7575,115.188,107.306,45.7559
85.3128,92.0481,78.9426,117.381,109.692,45.0843
85.6321,95.6487,63.5817,98.8589,92.1652,39.9413
91.3482,92.7397,42.4337,66.1361,61.1583,25.556
95.3021,89.9668,49.5277,77.8935,71.5067,29.2065
90.4885,91.5308,63.5821,97.5522,90.3528,37.2043
88.1027,90.7364,45.9996,70.4749,65.3825,27.0895
91.844,90.306,73.8822,113.464,104.829,42.6947
92.0787,92.691,38.6037,60.4919,55.8626,23.3641
92.3419,91.0152,23.8666,36.9881,34.1413,14.0272
92.9747,92.8402,73.355,116.097,107.01,44.9604
91.899,90.6257,75.2159,115.837,107.01,43.7414
87.8014,91.3979,18.0989,27.9977,25.968,10.8953
91.8794,91.7399,63.3623,98.3984,90.9023,37.6128
91.4394,90.9568,53.446,82.2317,76.0296,31.1648
91.049,93.713,68.1121,106.719,98.7415,41.6708
89.5631,95.6686,48.08,75.613,70.1507,30.1408
87.9457,90.6801,72.8246,112.866,104.577,43.7742
90.1877,96.9003,32.7168,52.2517,48.4203,21.1017
83.885,90.5693,66.4709,107.544,99.565,43.8906
92.2136,91.4744,77.2303,119.998,110.787,45.7365
92.5456,92.6827,72.6819,114.3,105.461,44.1403
89.4904,88.2793,75.0065,111.644,103.594,41.0669
91.6789,94.1755,69.8523,110.403,102.03,43.3223
96.7959,92.9778,66.9131,109.292,100.021,42.3461
87.4366,96.8146,71.8849,116.838,108.354,48.3978
79.6621,90.7523,35.1951,50.4448,47.5321,19.2453
93.0916,90.3917,51.5048,79.8957,73.6453,30.0932
91.565,90.0611,77.6959,118.858,109.869,44.6027
93.6135,92.2987,57.4234,90.7993,83.6085,34.9199
101.701,92.3913,57.3158,97.37,88.2619,37.5121
80.2947,91.3835,66.5586,101.772,95.1892,40.9819
91.418,96.786,69.2806,111.647,103.231,45.0246
85.1528,94.0247,72.5414,111.318,103.834,44.3088
91.4547,90.1776,72.0948,110.993,102.538,41.8997
91.969,92.8226,26.934,42.2099,38.988,16.3254
88.8944,91.4299,26.4158,40.0491,37.1985,15.2629
91.7858,90.9893,77.0544,118.894,109.856,45.0754
91.2772,92.5088,56.6304,88.057,81.44,33.9419
89.3082,93.8811,64.4453,99.7513,92.5878,39.0198
91.1117,89.5037,15.0024,22.7804,21.0758,8.49575
90.9856,94.0229,56.6653,88.957,82.3167,34.85
87.73,91.0646,4.72867,7.0849,6.59543,2.68826
93.0985,90.8598,25.2982,40.5755,37.2657,15.6699
90.8076,92.8679,21.4618,33.3427,30.8641,12.902
91.8943,92.543,75.1491,117.445,108.495,45.2865
94.734,92.8444,73.1319,117.252,107.732,45.366
79.2662,96.1913,65.6608,97.9841,92.311,39.8726
91.4581,88.6136,71.2619,107.806,99.6761,39.8134
93.9298,120.543,45.5486,101.492,93.396,50.9757
89.8985,89.7802,31.6061,47.6742,44.2034,17.8341
120.438,91.5355,51.2988,108.968,94.9154,41.9062
90.2413,92.2119,12.4607,19.328,17.8934,7.46774
91.326,94.66,19.9317,31.5349,29.1627,12.4379
88.8629,91.213,58.7386,89.9844,83.46,34.5292
90.4113,91.6688,48.4022,74.2968,68.8239,28.3799
91.6855,89.6078,76.3331,116.485,107.654,43.4933
90.7184,91.9007,50.5212,77.8618,72.0852,29.8148
96.029,90.679,63.8068,101.525,93.067,38.3686
88.6853,91.9035,73.4372,111.497,103.606,42.6957
90.7727,87.5232,69.7017,104.115,96.3902,37.9723
91.0118,93.9915,76.4032,119.938,110.98,46.9715
92.1813,93.6777,70.3689,111.223,102.692,43.413
101.662,87.0338,60.2639,97.3439,88.3436,35.3668
95.0241,67.1219,78.5836,105.913,97.9125,29.8396
90.3172,92.0434,77.9063,119.834,111.025,45.9582
90.3466,90.5071,41.2885,62.8071,58.187,23.6853
93.5375,90.2326,58.3857,90.7667,83.5973,34.1287
91.9405,90.6313,77.4281,119.286,110.188,45.0467
90.0048,91.6317,77.1469,118.756,110.007,45.5467
84.9517,92.6009,17.3033,25.7164,24.0517,9.92236
90.9609,90.9554,72.7868,111.589,103.264,42.2902
99.5192,90.3577,73.0819,119.403,108.733,44.9868
92.5538,87.015,35.6247,53.6976,49.5551,19.479
89.9598,93.0926,60.3369,95.1239,87.9911,37.399
86.6369,91.1485,57.7575,85.9796,80.1821,32.6538
90.2718,89.7002,75.5772,114.455,106.025,42.8408
90.3577,89.5643,56.8582,86.2516,79.8655,32.2861
87.2522,92.1287,63.6397,95.8224,89.2623,36.7925
92.6211,92.2207,62.7471,98.3751,90.7544,37.8011
118.785,92.1091,27.3154,57.7914,50.4559,22.4235
90.3171,74.1856,61.3535,84.0697,78.0663,26.0454
87.9019,89.9853,16.854,25.1059,23.3616,9.41319
91.6675,92.5659,62.1823,97.0257,89.6697,37.422
87.8707,94.5478,53.3739,82.2263,76.5073,32.4194
92.1792,92.4003,49.9362,78.1427,72.1476,30.0888
88.4734,92.5789,49.6116,75.5772,70.2546,29.1536
95.7858,89.5381,73.6617,115.89,106.296,43.2505
79.8246,89.9656,68.5431,109.021,101.474,44.9212
91.1178,90.0678,69.0584,105.379,97.4811,39.5685
91.6284,92.1214,69.9786,108.783,100.543,41.7555
90.7666,88.7995,79.0211,119.096,110.254,44.0669
91.7652,91.5157,74.0929,114.765,106.044,43.7615
91.7672,92.144,76.548,119.143,110.09,45.743
86.9468,92.0249,65.245,97.9666,91.3073,37.5764
89.2257,91.2891,38.2354,58.5826,54.3197,22.446
79.6483,91.831,82.5501,117.989,111.303,45.1462
91.7151,92.998,60.8054,95.2416,88.0128,36.9087
85.196,91.076,19.535,28.7845,26.91,10.9232
92.2824,90.1105,76.9637,118.408,109.31,44.4595
93.6007,89.9725,14.9887,23.2648,21.4252,8.72262
89.9122,89.6779,11.367,17.2984,16.0195,6.51166
91.4581,91.8048,41.8185,64.7647,59.8779,24.7738
91.7521,92.8731,73.0884,114.393,105.704,44.2668
92.7761,92.7343,28.9599,45.6616,42.1102,17.6477
95.7836,70.6342,83.5912,115.391,106.385,34.1548
90.682,90.3548,56.966,86.771,80.3389,32.6675
91.4789,88.8394,78.6852,119.277,110.273,44.1694
89.8146,91.8823,76.0981,116.476,108.013,44.5921
90.1116,90.3517,78.9605,119.774,111.011,45.0912
89.6727,95.9466,69.4208,110.846,102.684,44.6681
90.9184,93.1069,63.6613,99.1966,91.8008,38.4893
93.0831,91.4451,24.7814,38.7552,35.7226,14.7669
98.6106,90.3496,24.3448,39.5323,36.0549,14.9071
90.0609,91.3203,72.3972,110.554,102.475,42.0661
90.8217,92.4679,68.5595,106.201,98.3029,40.9173
90.3179,110.636,54.9187,100.449,93.0647,46.3053
91.1305,92.3844,53.0797,82.3647,76.1959,31.7052
93.1476,86.2126,74.7969,112.524,103.747,40.4389
87.7446,85.5677,41.9182,60.6018,56.4078,21.6099
90.441,87.6817,38.5933,57.5804,53.3392,21.0379
83.6276,92.961,46.7182,69.0021,64.6758,26.7326
91.3087,88.9648,78.4138,119.094,110.106,44.2394
109.066,86.2005,65.8699,112.778,100.919,40.6915
89.4981,90.9189,73.6267,111.653,103.599,42.3004
90.0332,87.2618,42.0934,62.4483,57.8916,22.7072
89.0996,91.6172,74.8136,113.692,105.567,43.4007
84.1091,87.4794,78.0347,111.61,104.532,40.6815
93.5673,89.4671,25.9426,40.1157,36.9453,14.9603
88.1912,91.56,27.5073,41.6251,38.7003,15.9134
109.905,90.0091,65.1786,117.392,104.72,44.1786
88.4082,88.7703,53.9829,80.0296,74.402,29.601
97.5534,89.6804,11.4896,18.3542,16.7789,6.86207
90.9193,91.1421,57.8009,88.7448,82.1264,33.7114
91.3796,90.5181,73.275,112.322,103.862,42.3633
82.1761,92.5956,72.0513,105.291,98.9089,40.6775
90.6679,92.2839,64.4863,99.6349,92.2515,38.3113
82.7537,90.0483,82.6663,119.122,111.817,44.6965
92.4523,81.2571,72.1252,109.85,100.712,38.8386
89.1804,92.4896,74.0481,113.316,105.203,43.6691
88.755,95.6008,26.2358,40.9754,38.0707,16.322
92.6434,90.0272,67.9669,104.783,96.6677,39.3081
91.5842,92.4563,66.7217,103.953,96.0877,40.0484
84.7975,93.0056,79.6824,118.653,110.998,45.9877
88.4297,89.1988,21.0452,31.2943,29.0928,11.6309
91.1896,92.8868,74.3596,115.885,107.194,44.8508
87.9814,84.489,77.4521,112.291,104.36,39.8371
90.0592,92.1142,15.8568,24.3661,22.5846,9.3549
83.1723,90.8555,81.1513,117.845,110.542,44.6121
93.0252,91.668,55.5339,87.0386,80.2273,33.2649
91.3621,104.529,60.2305,104.25,96.4009,45.4051
89.3422,92.9706,66.6898,102.545,95.1747,39.7235
92.9355,91.2227,76.9372,119.976,110.618,45.6033
90.6231,96.0128,53.8156,85.5982,79.2615,34.2439
93.1173,91.8326,45.3366,71.139,65.5672,27.2209
90.9036,91.8943,76.9361,118.732,109.886,45.4617
90.8479,89.8714,73.2708,111.349,103.064,41.6964
96.1327,91.0837,74.659,119.295,109.331,45.2844
90.173,91.9328,75.0875,115.279,106.833,44.1579
90.3162,92.6006,28.1023,43.4075,40.2168,16.7482
91.8127,87.0757,18.5107,27.7603,25.6539,10.0738
92.0254,87.5675,73.4799,110.751,102.303,40.416
104.226,91.6617,36.1156,62.4224,56.3062,23.8735
96.3565,88.8905,70.2887,110.5,101.252,40.9464
90.7646,91.0259,78.0107,119.586,110.693,45.3839
90.7493,99.987,38.69,63.7437,59.0112,26.5564
