mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax
85.132,148.486,21.0267,107.421,100.328,66.9555
124.097,98.2811,42.2367,111.647,96.1209,45.9866
170.049,50.0936,39.433,85.7585,69.8703,20.6667
159.569,64.1612,43.4077,110.057,89.5913,32.0653
150.012,32.3713,75.5244,101.284,90.7024,15.6752
194.488,43.1301,14.3617,79.5033,60.0209,18.4117
80.9295,91.2627,62.0904,89.5506,84.2585,34.2012
167.48,67.5794,19.0502,87.9292,69.2138,27.2639
144.653,79.3307,38.872,104.187,86.3947,35.7922
76.584,78.9843,82.6414,108.529,102.855,35.717
139.909,87.2302,35.6931,107.92,89.8732,40.2095
131.786,23.6626,70.6592,82.8426,77.5355,9.16239
148.855,89.2557,13.9484,107.902,87.3775,41.4263
179.492,33.6716,54.9865,95.096,79.4713,16.8023
130.632,49.9754,77.2795,110.526,98.4443,24.4374
72.8766,104.513,79.1517,117.889,112.292,51.4737
99.3116,136.727,15.2256,88.9755,80.9706,50.7795
164.309,40.6801,50.3895,83.0453,70.6224,16.4227
186.615,45.3295,25.2278,79.3996,61.7621,18.5523
182.095,32.5166,53.6916,93.7995,78.1323,16.2507
108.345,122.642,29.8453,109.941,98.1002,56.1807
43.3495,182.339,37.8422,111.249,109.419,84.5209
185.126,36.6972,44.9513,93.8837,75.8554,18.3485
151.958,19.9885,77.7426,94.7442,87.216,9.82024
156.357,49.6662,48.803,85.2271,72.1829,19.6896
78.1047,138.451,34.9308,89.877,84.7692,52.944
117.459,111.058,33.3392,109.42,95.4438,50.6692
104.688,56.9013,82.4839,109.325,100.386,26.4492
116.272,114.897,32.1988,119.792,104.797,57.3496
178.171,25.0534,58.835,85.1667,74.0997,11.5454
167.931,60.9237,34.0363,106.402,84.6271,30.3605
189.2,46.0463,20.8129,84.3938,64.6896,20.174
177.763,60.3964,11.592,81.7873,62.9963,23.5958
201.314,28.5978,33.1025,80.1164,62.8191,13.749
165.628,48.2894,43.4806,83.699,69.4325,19.3086
152.284,53.9912,58.5499,104.494,88.53,25.7676
80.1512,97.5658,80.0936,119.174,112.332,48.4472
51.4403,52.188,77.3818,85.7911,83.7975,18.6553
149.724,22.6655,66.8291,82.0749,75.413,9.26904
203.338,34.3138,16.7092,85.0039,63.6042,17.119
55.9193,181.227,18.4446,119.964,116.663,90.5868
171.825,43.6668,50.9974,97.9418,80.8758,21.0765
142.472,30.1738,75.0966,95.5461,87.0003,13.5929
175.17,39.066,51.8896,94.8166,78.6924,18.7383
188.129,42.9424,31.3139,92.2714,71.9527,20.734
108.445,130.306,1.39044,89.2174,79.4854,48.6873
122.636,111.585,22.0492,100.977,86.8909,46.9979
158.261,35.9302,66.1289,96.8375,84.6127,16.8536
109.77,76.0091,66.5215,104.181,93.5532,33.3592
155.376,39.8798,63.2889,95.4106,82.9544,18.086
156.137,73.7251,27.6263,90.2251,72.9572,29.5104
185.693,27.1591,26.2354,42.6342,35.9761,6.42614
195.529,25.8597,45.623,83.5706,68.519,12.7318
37.9518,183.315,43.3403,111.895,110.487,85.4668
200.549,31.9801,9.47265,60.8648,45.18,12.0044
60.2454,109.062,58.6907,82.8383,80.184,37.6583
173.095,36.0766,55.7011,93.2705,78.6932,17.0769
180.278,55.1194,19.3843,84.8598,65.6519,22.841
50.8706,94.7257,73.5171,92.4778,90.3766,36.5001
125.496,29.2226,80.5928,96.5703,89.8627,12.8367
58.0407,176.587,24.6648,117.421,113.935,86.4031
139.96,83.1994,38.6186,101.968,85.2526,36.3807
166.325,44.3122,47.4784,85.7547,71.7196,18.43
90.3156,128.177,49.5697,119.802,110.995,63.9823
170.39,14.6806,68.3686,81.7148,75.6236,6.56851
127.887,87.035,46.0742,102.015,87.6042,37.5433
143.409,79.2001,41.0196,105.755,88.007,36.2195
202.475,33.2935,20.9027,79.323,60.0435,15.5144
182.222,14.4136,65.111,81.1898,73.9062,6.82033
57.1793,167.747,27.3797,95.2353,92.3693,68.0268
26.7819,203.221,31.9829,111.973,111.274,94.8133
181.25,30.5991,54.964,91.0498,76.6677,14.9125
163.897,71.2135,22.3542,102.693,81.3267,33.0343
72.557,118.57,63.5279,105.036,100.121,51.8923
189.343,30.4383,48.0767,89.7591,73.5862,15.1954
142.342,71.8316,41.9976,88.9593,74.931,27.8546
129.853,49.013,75.0463,106.099,94.738,23.0391
125.707,85.4187,49.4209,110.024,94.4209,40.5153
141.699,85.3598,27.1795,81.5808,67.7359,29.8509
156.495,45.1159,45.1101,73.653,63.0409,15.6306
174.878,49.089,36.6016,86.7391,69.7541,20.8319
63.9611,122.282,69.962,110.944,106.93,56.5332
61.4478,161.419,30.1177,81.1919,78.4853,54.6102
171.164,65.2482,18.4249,95.9903,74.9838,29.082
193.433,38.4433,29.9813,91.2298,70.5673,19.2059
114.191,58.0235,78.577,109.684,99.2292,27.2753
148.298,59.0151,46.1701,85.0617,72.051,22.5336
107.299,118.474,35.4316,115.453,102.967,57.6601
82.9454,100.14,75.779,117.252,110.022,48.9386
115.817,115.892,31.0895,119.307,104.496,57.6114
141.145,50.5102,54.291,83.5182,72.9504,18.9828
83.9234,86.5671,78.2794,111.237,104.213,40.1288
192.31,34.889,35.7919,84.427,66.8556,16.2845
170.524,60.1559,27.162,87.6137,69.4182,24.737
136.321,53.0041,72.1573,110.107,96.6307,25.9298
87.4815,43.3421,79.8084,93.5706,88.6451,17.1914
132.754,74.0261,60.8817,116.29,99.9177,36.9935
130.149,75.3916,50.0203,94.33,81.4025,30.4347
106.598,20.8369,92.1577,101.575,97.4392,9.44218
152.13,63.3393,39.6472,83.6326,69.6245,23.7574
121.496,58.351,79.3704,115.643,103.372,29.1429
138.047,48.0993,62.7859,92.2623,81.396,19.9525
137.626,22.5153,68.593,80.8084,75.4462,8.63952
114.303,82.151,53.5303,92.3494,81.9417,31.8983
176.793,24.1575,56.5349,79.7947,69.9287,10.4079
154.342,40.5773,60.1516,90.7807,78.9526,17.4313
182.776,14.6927,66.16,83.0963,75.4445,7.12748
113.388,107.107,46.9524,118.859,104.794,53.0626
160.587,75.3996,16.6619,85.5683,68.0195,28.7554
171.418,13.2671,75.7088,89.1708,82.9734,6.55343
159.992,51.5704,53.5805,101.238,84.5845,24.3836
110.695,110.819,32.5769,84.6458,75.1047,39.0849
69.1733,138.757,55.3185,110.771,106.07,64.0426
22.8444,124.187,94.127,119.092,118.551,61.6236
179.118,41.7631,45.9216,96.5241,78.3135,20.4978
175.483,14.4107,71.3299,86.4708,79.5715,7.00368
121.858,54.2953,81.2003,114.721,102.999,27.0473
122.03,43.1351,70.5991,93.0135,84.5101,18.0022
130.107,29.7328,86.0188,104.745,96.899,14.2859
138.143,54.8397,63.6361,100.386,87.531,24.4587
163.896,31.645,66.9384,96.3396,84.3372,15.2225
44.2538,154.908,66.1069,118.467,116.436,76.468
172.397,23.6032,60.7918,82.6507,73.2851,10.3596
131.108,51.198,63.7472,92.4227,82.0976,20.9091
120.597,98.3841,48.9115,119.002,103.331,48.9931
134.007,35.673,61.0359,78.9025,71.7069,12.8993
130.486,40.0736,84.1473,110.795,100.385,19.9712
166.657,66.6744,25.9284,100.689,79.6999,30.7696
162.103,61.0055,34.0035,83.6841,68.0421,23.454
179.046,49.2742,35.386,100.081,78.9755,24.5555
178.79,15.4332,63.1121,80.2473,72.5561,7.28087
173.816,56.9622,27.1064,86.2403,68.0824,23.4337
113.57,65.9547,77.7074,114.812,103.185,32.2042
187.615,43.8942,30.0419,91.2582,71.0606,20.8403
83.3359,151.558,19.0183,92.6852,86.9183,58.5299
140.642,86.3488,26.6803,86.5764,71.7278,32.268
101.251,80.9536,52.2783,80.0619,72.8452,27.11
58.8712,133.677,68.6831,117.846,114.151,66.4833
137.351,32.8713,67.87,86.6749,78.9514,13.1864
52.1273,35.9281,94.4959,101.403,99.1924,15.269
118.183,50.69,61.379,88.1783,78.7475,20.731
113.623,101.186,46.589,104.597,92.2389,44.1871
15.0925,172.873,73.0734,118.928,118.69,86.2977
151.235,50.442,14.763,51.3009,40.3254,14.1871
104.595,72.9995,79.3933,117.006,106.235,35.9016
192.254,18.0253,56.671,80.8654,70.3804,8.83161
176.014,28.9821,56.9803,86.6225,74.5005,13.2373
189.326,22.1927,56.2134,85.3793,73.115,11.0009
185.804,40.6648,35.0304,84.2794,66.9818,17.9303
133.442,61.2466,60.8196,99.361,86.569,26.6154
140.372,37.0224,80.0693,107.29,96.423,18.3379
37.1478,197.168,25.7865,119.178,117.742,97.9084
98.9808,120.098,41.9896,109.382,99.4083,55.3684
114.34,63.8745,65.5641,95.7004,86.0659,26.0525
156.669,60.0206,41.6463,88.6697,73.3844,24.2262
171.442,6.55759,80.1567,86.8352,83.6265,3.26566
198.906,35.7192,24.9097,86.8996,66.3112,17.6399
129.037,62.1223,52.9195,84.4815,74.0996,22.8462
114.503,67.1304,71.3677,107.037,95.9573,30.5401
83.4157,90.6933,73.7239,107.115,100.437,40.4774
121.888,20.8173,73.5351,84.2688,79.5402,8.50426
159.577,46.477,47.42,82.2616,69.5472,18.1381
62.5055,57.1507,70.5401,81.3547,78.5668,19.3776
120.412,48.9924,80.9566,109.114,98.865,23.3318
143.691,62.4671,42.7723,78.8589,67.0905,21.8412
60.8588,161.642,35.4613,107.903,104.24,74.035
142.166,66.6658,54.7279,105.412,89.4707,30.847
146.899,15.2338,78.2961,88.8003,83.9845,6.74575
162.788,58.6744,43.9369,102.723,83.774,27.8725
160.407,35.4164,28.8278,72.0448,57.0209,15.5123
191.601,39.8611,23.7542,73.211,56.6699,15.7931
118.84,52.2777,80.7234,110.61,100.021,25.0772
161.311,34.0176,66.0189,96.3369,84.1377,16.1092
78.5701,146.324,30.429,87.1739,82.3705,53.1533
156.051,70.3671,39.5747,111.468,90.6628,34.9877
48.5083,136.019,64.1526,100.831,98.7356,57.3411
174.586,45.8153,44.6629,95.2259,77.4301,21.5416
80.2754,89.4805,59.8918,84.7246,79.8447,31.5883
133.835,83.0234,36.7773,84.3688,71.6205,29.9024
152.393,62.9871,52.7635,110.988,92.3922,31.3875
117.625,107.287,29.4354,84.6097,73.8069,37.8793
85.8183,87.7813,80.4804,116.554,108.848,42.6301
202.877,27.0414,34.3527,81.5946,64.0423,13.5102
68.4533,110.205,79.8587,119.598,114.63,54.918
108.294,104.842,28.2088,75.8208,66.866,34.6237
186.911,27.2808,51.2978,84.979,71.3717,12.9415
148.917,77.8355,35.3371,103.085,84.6345,35.0055
138.629,37.7241,76.3736,102.163,91.9151,17.6987
136.422,66.2194,44.256,78.9836,67.9548,22.7894
166.193,59.9201,35.189,94.1228,75.7337,26.2091
26.9394,64.1676,77.463,83.7303,83.2012,22.3866
107.499,116.174,34.9826,99.5907,88.9383,48.4305
89.0951,92.5649,56.2879,86.1313,79.9765,33.2197
166.596,37.611,62.9989,101.12,86.3144,18.7913
134.901,63.7711,52.4171,89.2335,77.2749,24.8259
80.1596,133.965,35.4852,78.569,74.0577,43.859
123.798,90.1692,37.8215,82.6739,71.532,31.3704
164.991,39.183,57.4759,93.1222,79.4124,17.8528
74.723,154.527,34.8914,117.901,112.041,75.9118
104.056,68.462,77.8094,110.687,100.858,31.9276
176.863,52.5581,31.713,92.3895,73.0082,23.6522
178.211,12.5279,72.7383,86.7044,80.2708,6.25578
189.044,44.9471,1.62665,73.1185,54.7002,17.8221
181.071,57.1304,13.4381,94.1651,72.1734,26.1759
171.003,52.4794,42.8269,103.776,83.5903,26.1828
81.168,112.223,51.693,87.2903,82.1467,40.8165
111.259,104.454,48.0046,113.877,100.692,50.0281
98.1853,85.8925,71.3659,111.075,101.488,39.8044
176.144,43.8178,45.5167,94.928,77.2859,20.7743
127.621,68.7078,63.1976,106.515,93.0547,31.4558
100.222,13.5815,76.2376,80.7522,78.6801,4.90018
128.263,1.11342,80.4031,80.9632,80.6848,0.442867
143.823,66.3977,41.0216,80.48,68.0679,23.5231
33.5848,86.8415,74.0183,85.5702,84.7283,30.9627
85.7,127.703,49.8681,108.987,101.802,57.9918
122.639,113.849,19.1357,112.244,96.5474,53.2819
131.845,69.0808,65.3918,115.416,99.9164,34.421
157.985,38.7821,68.6293,104.034,90.2312,19.369
150.054,66.5765,39.841,87.0912,72.4662,25.7926
107.665,115.961,18.0528,80.39,70.9938,40.6216
177.647,26.2516,53.5907,79.5946,68.7865,11.3114
190.272,37.2525,38.152,92.3673,73.0752,18.6105
102.657,87.4766,50.4209,82.4603,74.6856,30.1159
178.18,27.167,56.3038,84.5438,72.8732,12.3131
141.097,51.3874,47.6149,75.4782,65.5313,17.6715
184.534,47.3479,28.9469,92.1009,71.7678,22.1442
137.044,67.295,40.8924,77.9128,66.4171,23.2365
169.648,61.0461,29.9942,96.9921,76.9346,27.6652
49.3041,159.299,55.6654,113.586,111.149,75.6091
116.451,65.7902,78.055,117.253,104.889,32.8831
126.742,45.9453,59.5241,80.7094,72.786,16.4087
87.8289,116.572,42.9563,82.0519,76.3555,39.8699
176.325,26.9446,53.4829,81.0146,69.666,11.8938
126.953,37.6613,78.416,100.023,91.448,16.9097
174.33,12.7973,75.0825,88.6849,82.4141,6.39386
81.3619,98.7685,54.9937,83.3992,78.4437,34.3788
100.957,98.842,55.1973,99.9712,90.6697,41.2371
165.228,63.543,31.6269,94.7901,75.8974,27.7075
149.176,77.0396,32.5977,93.0789,76.4494,31.3267
186.539,50.7734,12.3292,81.363,61.8555,20.9791
159.355,42.9751,61.6088,100.298,85.7321,20.5505
34.823,161.451,66.5838,118.592,117.307,80.7251
158.309,35.132,68.7651,100.175,87.6143,17.1582
184.954,36.5811,43.6519,89.1997,72.3204,17.2975
37.6342,167.054,60.3311,115.646,114.214,80.522
173.376,47.9813,43.4658,95.9091,77.7793,22.4879
192.439,26.5735,47.0473,85.3343,70.1618,13.2278
141.442,71.1368,51.3232,105.802,89.3888,32.8068
43.2843,193.616,12.7441,79.5323,78.2282,64.1612
154.29,38.7206,69.9963,103.217,90.2089,19.0006
170.436,69.3898,4.53782,108.06,83.8759,34.4443
128.119,52.8353,76.9822,111.281,99.0993,25.8022
185.241,36.454,29.1239,75.2762,59.1135,15.3965
195.269,32.5528,36.7496,85.8943,67.9366,15.8492
171.421,22.1573,67.87,89.9077,80.3568,10.5999
175.558,55.603,22.3048,79.9085,62.5111,21.5917
41.3808,183.974,38.2839,111.297,109.631,85.316
57.5178,62.8443,73.2782,84.6994,82.2312,22.1787
173.304,59.5993,11.8677,76.2858,58.8932,22.0958
174.341,49.9362,33.009,79.2932,63.7236,19.2925
123.577,95.0418,48.0288,115.581,99.7897,46.0984
38.236,195.839,23.8353,107.941,106.563,88.0807
208.427,28.5906,18.5108,77.9916,58.3911,14.0302
140.883,66.181,51.5579,96.9074,82.555,28.1194
66.0131,135.144,61.4578,112.678,108.332,63.4493
189.897,30.0286,43.2241,80.8622,66.2431,13.588
187.685,30.9243,47.5556,87.2567,71.8199,14.8481
44.8883,56.9257,98.8364,109.144,107.218,25.888
148.673,45.1435,70.7642,108.248,94.1908,22.569
94.5161,36.7548,69.2194,80.2535,76.0021,12.6626
162.04,51.2508,35.1809,81.3836,66.0026,20.636
87.9679,61.2509,67.9105,86.1691,80.6734,22.1296
29.2413,169.006,61.9657,109.94,109.121,77.4187
127.445,66.8217,51.5557,85.0383,74.4597,24.4846
150.798,83.6022,21.989,98.2964,79.6555,35.6673
148.489,56.4257,61.7458,109.535,93.1818,27.8857
65.4502,165.153,33.0639,119.426,114.899,82.1886
90.3913,82.5264,73.7571,109.656,101.169,38.7665
139.371,60.2896,64.2574,110.497,95.0958,29.5616
127.054,43.6683,81.5081,108.966,98.5289,21.1987
169.122,53.2989,30.8478,96.2283,75.8968,25.585
116.513,93.9035,55.8541,118.501,103.836,46.9127
164.41,13.9488,79.7709,92.8814,86.8515,6.92899
169.949,63.5463,8.81067,99.7812,77.074,30.3882
166.807,71.0532,11.0356,75.9432,59.5464,24.5194
188.947,40.389,31.549,84.0568,65.9912,18.0109
114.301,114.463,24.6837,81.7832,71.9087,39.0124
117.949,64.0147,78.2358,116.916,104.496,32.0034
144.148,47.3957,67.2245,102.103,89.2048,22.0331
176.978,62.3957,8.60536,104.689,80.4758,30.9753
144.808,43.661,74.0822,108.509,95.4205,21.7677
126.224,82.6235,38.8257,79.0613,68.2296,27.8605
52.6676,93.8669,55.1085,71.9753,70.0254,29.6577
50.8769,165.925,44.9597,104.819,102.437,72.467
156.355,31.3651,73.6547,101.512,90.0532,15.6435
178.381,34.5692,48.1927,83.6548,69.9061,15.0508
187.64,33.6011,46.5087,92.0213,74.8181,16.8005
41.7567,194.205,21.18,115.94,114.172,93.8177
165.398,35.0111,57.0699,87.0842,75.1617,15.1316
143.789,88.2491,27.1252,103.307,85.0218,39.0464
184.717,29.9021,53.4657,91.28,76.2681,14.8833
52.8811,109.483,66.5209,90.3287,88.1088,41.2059
156.914,82.7804,5.50163,103.723,82.5186,37.6156
187.94,40.1976,33.6936,85.5165,67.487,18.1751
136.844,40.4804,80.2758,109.168,97.9068,20.1193
67.0736,107.321,69.5975,101.455,97.4011,45.4277
140.615,48.7245,54.6563,82.1661,72.0788,18.0572
141.881,22.8284,79.8469,95.323,88.5441,10.4425
128.175,82.3329,46.7828,95.6136,82.3523,33.4158
130.15,50.8171,75.1038,110.072,97.521,25.1412
93.4576,21.8375,87.3401,95.2507,91.8415,9.18562
155.2,31.9856,71.1966,97.6229,86.7724,15.1611
58.113,124.358,77.8332,119.821,116.255,62.0862
154.134,75.1842,34.2107,109.507,88.8858,36.3267
188.476,48.5294,16.833,86.8344,66.1733,21.6132
110.978,114.136,41.3606,119.296,105.776,56.7331
166.671,72.0623,9.64245,86.3627,67.6158,28.2161
47.8876,167.624,52.6562,119.654,117.248,83.5701
150.658,86.67,15.6163,106.63,86.0639,40.0016
82.3897,92.9555,68.4491,111.107,103.217,46.3962
184.894,52.2859,15.3706,83.8214,64.1183,21.9093
192.486,39.0255,28.7642,83.8946,65.174,17.7429
148.868,55.8699,45.7661,80.8571,68.7975,20.418
174.923,64.2689,9.04882,97.9247,75.5569,29.5514
145.337,72.0072,41.5381,93.2532,77.9372,29.3839
177.029,43.6437,42.7826,90.4793,73.4859,19.7927
82.8951,150.988,18.4993,82.4897,77.413,51.897
129.7,99.1261,35.9454,118.221,100.288,49.2293
56.8699,181.258,4.36803,103.954,100.952,79.058
164.043,44.5292,54.6429,95.7827,80.6229,20.493
120.397,52.5861,78.102,108.08,97.4685,24.6872
166.679,17.8135,67.2908,82.5925,75.7368,7.828
94.0869,134.527,24.0185,78.9135,72.5968,44.2333
143.53,38.7513,76.892,106.345,94.7367,19.0858
169.978,32.1612,60.8179,92.3734,79.6523,15.1215
124.111,114.592,11.8053,113.666,97.3637,54.3144
181.095,49.235,26.2311,77.9975,61.2582,19.1501
111.421,69.4521,77.5039,116.1,104.439,34.1246
122.135,71.7323,47.7955,79.2738,69.7975,24.2348
95.1275,61.3313,76.2468,99.5482,92.3145,25.6953
157.247,43.2643,65.9279,105.574,90.6305,21.6262
157.721,48.2022,45.3619,78.5854,66.5681,17.7378
117.382,98.0266,37.3156,84.3502,73.8136,34.5649
179.6,41.9751,45.8284,97.7088,79.1121,20.8592
101.467,96.648,46.0085,81.4957,73.8691,32.825
157.077,13.9153,80.9524,92.5931,87.2246,6.68893
193.03,45.0311,12.3924,76.9074,58.0531,18.3303
148.992,67.5451,48.3677,105.503,87.9296,31.5659
41.2346,114.952,66.1503,87.1234,85.8279,41.7293
76.1577,85.8672,67.9274,92.0763,87.3182,32.9442
142.312,57.0819,49.2533,82.7277,71.2594,21.048
133.354,22.4149,80.9156,94.3167,88.4317,9.93375
140.128,35.0687,70.0327,92.1285,83.1883,14.9725
146.427,17.8961,71.3995,82.7301,77.6172,7.3048
99.9032,67.7583,75.1259,104.048,95.4654,29.6426
110.442,80.9636,56.7048,93.2805,83.449,31.7081
93.8805,79.6533,74.3238,107.403,99.0196,35.7088
144.571,82.7127,28.8231,86.7073,71.6308,30.9274
154.608,78.9915,19.0674,78.8818,63.5711,27.3557
109.286,66.0248,56.6381,81.5746,73.8356,22.8157
135.851,100.696,16.5499,110.579,92.0101,47.0649
130.357,5.26617,73.6998,76.2568,75.015,1.9679
110.696,87.4426,64.998,114.644,102.202,41.9672
177.842,34.5616,55.7259,96.0241,80.3748,17.2368
43.7149,180.795,41.4419,117.253,115.292,88.3285
165.871,39.0452,62.3843,101.739,86.6108,19.4963
125.367,48.3568,59.1399,81.1824,73.0912,17.2704
152.538,81.052,19.5242,83.6651,67.5998,29.6516
108.004,128.761,10.0397,61.439,54.8658,32.9636
183.86,4.7052,72.803,78.3092,75.6414,2.30722
104.127,102.825,58.7107,116.083,104.58,49.7569
150.681,17.8411,77.2181,90.3255,84.4137,8.06256
63.3423,79.4705,79.8578,99.601,96.0384,33.1232
155.105,31.2159,75.5467,102.652,91.4627,15.5893
116.439,92.2881,50.8677,102.534,90.1153,39.6287
184.006,49.5634,22.1263,89.9197,69.2753,22.6165
137.121,66.2117,63.4993,114.355,98.2164,33.0435
91.1262,126.455,45.5871,108.022,99.9322,56.9161
82.3473,98.0195,75.5348,114.498,107.548,46.7628
149.989,31.038,75.942,101.658,91.0334,15.3714
149.787,88.6934,11.6362,100.143,80.911,38.2693
171.489,27.174,51.0936,84.5879,71.1538,13.4176
193.985,41.0954,24.1064,92.3275,70.5226,20.5108
124.238,101.003,16.0032,46.1901,39.7039,19.5341
32.8345,180.496,54.9122,119.92,118.793,90.201
113.511,99.1015,39.2972,84.5572,74.6365,34.9787
119.375,98.4533,33.8617,80.3547,69.976,33.0892
140.357,70.499,56.9185,114.011,96.6674,35.0062
87.2081,142.252,33.6827,114.937,107.08,68.1261
122.49,97.1311,35.4591,87.4392,75.6169,35.587
186.076,17.1793,61.0796,81.653,72.5723,8.23271
80.2447,124.498,52.5345,109.559,102.876,58.4614
131.493,53.0336,74.9398,110.771,98.0514,25.903
146.098,38.3429,76.7555,107.19,95.1729,19.1655
149.848,63.5667,53.3975,108.92,91.177,30.9157
198.333,36.4371,24.0892,85.647,65.3308,17.6141
186.699,16.7006,61.8207,82.3082,73.2411,8.12616
37.8429,180.216,49.0437,117.604,116.132,88.3399
159.456,21.6258,76.679,96.2012,87.6447,10.6973
177.755,54.7292,25.6484,88.6949,69.4061,23.5562
142.369,65.4321,34.2663,79.2955,65.7155,24.2394
190.973,21.2061,54.9872,83.4845,71.4575,10.4664
152.938,64.3363,49.0146,109.579,90.6373,31.7827
93.1014,117.597,54.789,114.793,105.786,56.3006
194.702,37.3891,27.9564,85.2493,65.8474,17.6459
113.463,120.178,18.4439,80.6564,71.0737,40.3881
165.206,62.3773,37.9023,107.871,86.5975,31.0285
200.413,37.4888,15.0914,83.9768,62.9211,17.8644
148.025,77.0373,33.797,92.9614,76.6016,31.2372
119.074,107.401,39.704,119.826,104.162,53.6866
141.31,33.0887,67.9055,88.2933,79.9366,13.6536
126.838,88.5466,48.3624,108.954,93.6405,40.7873
194.903,37.7874,27.681,85.4355,65.9499,17.7947
152.984,44.4498,55.4272,86.9484,75.1138,18.0552
45.8094,176.202,45.2672,119.168,116.977,87.4904
101.339,111.684,41.8624,90.8813,82.3824,42.2917
169.692,65.7126,23.3379,108.002,84.7415,32.8105
108.489,78.51,75.1264,118.916,106.91,39.2086
62.4924,96.5574,66.5358,88.8469,85.7822,35.7451
141.295,31.9765,56.0315,72.0904,65.4575,10.7892
100.34,77.283,66.685,98.7005,90.0771,31.9305
163.117,47.1997,57.5237,104.56,87.592,23.4841
158.007,23.6622,58.2566,73.8739,67.1033,8.78951
148.621,83.0868,27.3215,101.131,82.5351,36.4018
189.835,30.5458,43.1291,81.4672,66.6383,13.862
201.844,30.7455,29.2628,83.6197,64.4821,15.286
151.293,28.2619,62.0187,80.2517,72.5566,11.0065
129.653,93.2736,44.379,118.541,100.915,46.6162
148.099,77.4476,19.3527,78.9984,63.8323,27.6935
174.915,55.0908,30.2151,101.039,79.3275,27.0547
31.699,130.273,80.2823,109.001,108.042,59.2998
130.267,96.6961,35.3755,117.383,99.1956,48.2154
70.8435,127.476,62.976,111.877,106.889,59.4373
98.8042,24.7416,81.6487,90.6984,86.8562,9.88134
151.24,41.6256,68.1767,101.961,88.9805,19.8872
104.508,63.86,53.3885,75.543,68.6651,20.8891
183.72,45.5854,31.0583,86.0404,67.699,19.9844
121.288,77.9855,61.3755,108.321,95.0304,35.7851
72.005,100.445,78.8658,113.397,108.173,47.4593
137.385,19.1812,68.7264,85.7775,78.3103,9.58924
169.298,66.7905,15.6439,79.7062,62.4609,24.5451
125.059,98.2198,34.8939,95.7363,82.1709,39.5037
188.97,22.6976,53.5295,81.896,70.011,10.7403
189.757,37.5079,37.4355,90.0351,71.3106,18.2024
53.8753,142.58,60.1059,104.708,102.034,62.226
95.9197,135.239,25.3485,94.2585,86.4032,53.1144
88.9195,120.635,58.4153,119.835,111.307,60.2347
157.167,48.5345,45.6395,90.1409,74.6369,21.5983
118.034,120.973,10.5705,116.344,101.301,58.644
111.01,121.125,21.3259,83.9894,74.4649,42.3885
162,42.9906,60.0902,101.71,86.1665,21.1369
190.126,43.0084,28.0393,93.2849,72.0542,21.1581
167.312,62.4361,34.6512,107.79,85.9163,31.1757
89.7204,86.3966,79.094,116.416,107.986,41.9121
193.833,46.0227,2.76867,79.7083,59.6424,19.4081
128.723,77.9503,58.3128,112.11,96.8115,37.2557
180.792,21.2259,64.1738,88.8875,78.2346,10.537
61.8556,136.546,67.1952,119.42,115.385,67.9433
98.6342,89.8763,50.4363,81.5608,74.3901,30.5924
91.0315,141.885,24.8673,103.143,95.4354,60.9782
157.408,31.8237,19.853,59.3567,46.0091,12.576
57.2171,167.168,35.7935,100.879,97.9701,70.2654
97.929,57.7045,75.345,98.4057,90.9425,24.2951
76.8282,87.6931,60.311,82.8391,78.4798,30.2695
36.6609,178.752,48.897,110.9,109.598,82.5983
150.959,51.1599,41.823,92.3152,75.561,23.9549
157.236,58.915,52.1169,109.396,90.6006,29.4382
105.793,113.792,36.3801,112.474,100.106,55.1523
83.2648,119.104,44.2276,82.2689,77.1591,40.8273
129.687,41.3119,78.5006,104.04,94.1519,19.2683
201.044,38.7782,4.20431,80.5787,59.7289,17.6704
125.601,86.4651,51.9837,110.185,95.1097,40.3035
175.46,55.6604,31.1115,103.279,81.1567,27.7338
145.398,92.4966,10.0771,91.7459,74.7126,36.3668
161.243,25.6383,64.4585,84.7634,76.0941,10.9747
143.567,86.2038,20.8562,82.9048,67.9746,31.0878
127.497,73.5385,59.6104,111.66,96.4165,35.8532
96.8312,52.4323,79.2353,99.44,92.585,22.1068
140.094,80.1622,46.5056,113.385,95.0747,39.1115
135.069,102.095,15.6865,101.372,84.5969,43.5363
118.072,49.3624,84.6547,113.213,102.871,24.3026
116.516,119.106,15.3843,87.2128,76.1841,43.3946
174.222,29.3659,53.087,80.5653,69.3488,12.4401
155.172,75.5759,32.996,113.207,91.5432,37.7876
174.41,17.7036,70.3024,88.8392,80.5746,8.65218
182.313,53.2442,19.1942,84.6386,65.2855,22.2742
135.814,84.7051,40.0871,99.5952,84.0187,36.0008
117.801,54.9083,80.7727,112.261,101.349,26.6136
163.727,68.8098,23.2364,86.5493,68.8888,27.0242
160.716,76.4047,14.8357,89.935,71.3397,30.5801
98.7322,87.3565,70.6763,116.318,105.595,43.4495
175.776,61.8586,12.8295,80.6517,62.3895,23.6178
152.05,87.1162,7.95068,91.908,73.8649,34.6536
194.719,34.8656,32.4728,83.1233,65.1466,16.1893
171.328,23.9369,68.9204,94.0147,83.2899,11.9505
99.0105,130.017,30.5122,102.079,92.9873,55.3
149.587,44.1285,65.8134,100.143,87.1791,20.4982
47.4482,170.702,48.9836,118.152,115.814,84.1338
94.9573,111.072,61.2005,119.772,109.971,55.5041
