mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax,mRCmin(40),mRCmax(40),mRCmin(80),mRCmax(80),mRCmin(110),mRCmax(110)
92.2396,68.2869,20.0073,26.7786,24.8461,7.65751,-1,-1,-1,-1,-1,-1
95.9,90.3423,71.079,112.664,103.307,42.4212,95.9192,108.374,-1,-1,-1,-1
91.0385,89.217,61.3216,92.8764,85.9376,34.5266,-1,-1,-1,-1,-1,-1
92.0812,93.0125,28.8752,45.3604,41.8891,17.5795,-1,-1,-1,-1,-1,-1
89.3979,86.8759,47.0387,69.3094,64.3252,25.0902,-1,-1,-1,-1,-1,-1
91.81,89.0571,56.4837,85.9245,79.3943,31.8862,-1,-1,-1,-1,-1,-1
92.3128,108.66,48.8444,89.3732,82.4966,40.4666,79.667,84.7907,-1,-1,-1,-1
91.1322,94.246,43.5157,68.5466,63.4094,26.9262,-1,-1,-1,-1,-1,-1
81.4161,86.1643,75.3392,105.245,99.0046,37.7861,-1,-1,-1,-1,-1,-1
90.9114,92.3171,28.3736,43.936,40.6611,16.901,-1,-1,-1,-1,-1,-1
92.9104,89.6322,52.7442,81.2335,74.9067,30.3412,-1,-1,-1,-1,-1,-1
93.2088,91.0991,62.1789,97.327,89.6619,37.0117,-1,-1,-1,-1,-1,-1
82.1919,91.0475,71.3363,103.077,96.8436,39.1036,-1,-1,-1,-1,-1,-1
90.6469,92.0468,49.4315,76.2393,70.5908,29.2439,-1,-1,-1,-1,-1,-1
91.4036,90.7576,51.6459,79.3223,73.3447,29.9964,-1,-1,-1,-1,-1,-1
82.8373,90.9244,50.8467,76.1573,71.1995,29.668,-1,-1,-1,-1,-1,-1
92.5459,90.9031,26.3743,40.9029,37.7406,15.4928,-1,-1,-1,-1,-1,-1
90.3417,113.016,54.2293,102.112,94.6016,48.0848,78.6501,101.434,-1,-1,-1,-1
91.8561,119.8,49.3638,104.709,96.736,52.2669,74.3608,104.511,-1,-1,-1,-1
74.0084,107.227,64.8343,98.8999,94.0803,44.1868,85.7525,98.2026,-1,-1,-1,-1
93.8178,92.4487,13.5793,21.5587,19.841,8.31129,-1,-1,-1,-1,-1,-1
91.1395,96.6634,16.5782,26.7168,24.7066,10.784,-1,-1,-1,-1,-1,-1
88.2163,91.2297,79.6856,120,111.6,45.6148,100.198,117.932,-1,-1,-1,-1
107.682,93.156,59.6803,108.811,97.4226,42.3126,89.1693,103.201,-1,-1,-1,-1
91.682,92.2463,47.3408,73.693,68.1042,28.3246,-1,-1,-1,-1,-1,-1
91.8181,90.2493,59.8751,91.8956,84.9064,34.557,-1,-1,-1,-1,-1,-1
90.3971,90.6438,10.331,15.7449,14.5846,5.94936,-1,-1,-1,-1,-1,-1
86.854,91.2335,22.7031,34.1893,31.8352,13.0961,-1,-1,-1,-1,-1,-1
119.486,90.7567,46.9059,96.5566,84.3461,36.7776,-1,-1,-1,-1,-1,-1
99.8171,88.4842,74.401,119.864,109.127,44.2415,98.3093,115.924,-1,-1,-1,-1
99.9479,90.2815,49.2557,81.2566,73.8751,30.7108,-1,-1,-1,-1,-1,-1
114.891,93.5331,58.3882,117.298,103.394,45.8956,87.4453,112.789,-1,-1,-1,-1
92.456,93.427,72.7958,115.081,106.199,44.7989,95.3033,112.517,-1,-1,-1,-1
90.4883,74.1074,85.5328,117.252,108.853,36.2899,-1,-1,-1,-1,-1,-1
93.2667,91.155,75.7538,118.371,109.072,44.9606,97.9102,115.603,-1,-1,-1,-1
93.7967,88.5237,36.2767,55.7698,51.3467,20.5756,-1,-1,-1,-1,-1,-1
93.2511,93.1625,70.7878,112.39,103.559,43.6271,94.3403,109.28,-1,-1,-1,-1
90.9649,91.9248,65.9636,101.869,94.2688,39.018,-1,-1,-1,-1,-1,-1
91.6408,91.398,75.3288,116.465,107.641,44.354,97.5439,113.683,-1,-1,-1,-1
91.3019,90.5592,40.8867,62.6571,57.9464,23.6425,-1,-1,-1,-1,-1,-1
89.7502,90.5836,11.4376,17.3319,16.0747,6.54161,-1,-1,-1,-1,-1,-1
90.4218,92.3131,63.1414,97.3968,90.2199,37.4625,-1,-1,-1,-1,-1,-1
86.9908,91.0147,37.7053,57.1632,53.1675,21.968,-1,-1,-1,-1,-1,-1
90.6228,88.6898,79.2923,119.384,110.538,44.1456,100.92,116.425,-1,-1,-1,-1
87.5612,99.5429,75.0063,119.765,111.51,49.6739,94.8315,118.915,-1,-1,-1,-1
88.4249,90.3839,36.4496,54.6558,50.8097,20.5867,-1,-1,-1,-1,-1,-1
91.6217,94.1838,70.2729,111.024,102.616,43.5708,93.6338,108.148,-1,-1,-1,-1
91.3333,91.0823,65.0232,100.245,92.6812,38.0955,-1,-1,-1,-1,-1,-1
89.4313,91.0944,17.7017,26.8904,24.9508,10.2146,-1,-1,-1,-1,-1,-1
89.6744,90.7459,76.4891,116.087,107.668,43.9217,98.4299,113.305,-1,-1,-1,-1
91.0886,91.4418,62.3077,95.963,88.7828,36.5626,-1,-1,-1,-1,-1,-1
89.6742,92.6528,55.7786,85.7761,79.5637,33.1142,-1,-1,-1,-1,-1,-1
92.059,89.4857,35.3305,54.013,49.8844,20.1403,-1,-1,-1,-1,-1,-1
90.567,91.7415,58.5329,89.9992,83.3452,34.4027,-1,-1,-1,-1,-1,-1
91.7731,89.1845,72.1366,109.872,101.52,40.8485,97.6803,104.566,-1,-1,-1,-1
90.7128,91.3623,45.9155,70.4759,65.248,26.8287,-1,-1,-1,-1,-1,-1
96.877,84.6341,45.0532,68.7745,63.0047,24.2844,-1,-1,-1,-1,-1,-1
91.4159,95.0534,58.3433,92.6743,85.6881,36.7044,-1,-1,-1,-1,-1,-1
90.4993,91.8911,31.2924,48.1439,44.5901,18.4333,-1,-1,-1,-1,-1,-1
91.8861,86.8871,57.238,85.8469,79.3136,31.108,-1,-1,-1,-1,-1,-1
89.5176,90.6125,76.4144,115.635,107.29,43.6583,98.4688,112.757,-1,-1,-1,-1
87.1959,91.1899,74.7231,116.315,107.846,45.5669,96.1896,114.264,-1,-1,-1,-1
77.3312,95.2464,41.0144,59.0188,55.8712,23.4222,-1,-1,-1,-1,-1,-1
102.695,88.0347,72.3169,118.917,107.682,43.7017,97.4207,114.369,-1,-1,-1,-1
87.7634,91.6083,75.5745,116.28,107.942,45.1332,96.9883,114.115,-1,-1,-1,-1
86.9332,90.0771,62.0788,93.7699,87.1867,35.7632,-1,-1,-1,-1,-1,-1
91.4323,93.2463,67.012,104.927,97.0141,40.7668,93.3843,99.8947,-1,-1,-1,-1
93.938,92.1444,74.6077,118.133,108.711,45.3565,96.8679,115.491,-1,-1,-1,-1
90.5186,90.0475,39.3429,59.7226,55.3122,22.4079,-1,-1,-1,-1,-1,-1
80.1477,92.1928,71.6326,111.996,104.595,46.0544,92.689,110.665,-1,-1,-1,-1
91.4546,90.8087,69.5817,106.951,98.8823,40.4673,96.1264,101.192,-1,-1,-1,-1
92.942,91.2478,74.7234,116.582,107.485,44.3336,97.2674,113.64,-1,-1,-1,-1
90.1781,93.0335,77.2369,119.571,110.81,46.3506,98.1133,117.621,-1,-1,-1,-1
91.0538,89.5584,69.4404,105.445,97.5636,39.3489,-1,-1,-1,-1,-1,-1
88.7582,91.8109,15.688,23.8142,22.126,9.11,-1,-1,-1,-1,-1,-1
90.4794,86.7305,64.0532,94.9675,87.971,34.3232,-1,-1,-1,-1,-1,-1
92.5121,92.4394,59.9036,93.9984,86.7345,36.2048,-1,-1,-1,-1,-1,-1
94.663,89.935,54.7479,85.6528,78.724,32.1029,-1,-1,-1,-1,-1,-1
91.4911,88.8374,78.8884,119.577,110.55,44.2747,100.648,116.584,-1,-1,-1,-1
90.2252,88.4417,79.7592,119.453,110.694,44.0205,101.314,116.473,-1,-1,-1,-1
90.089,90.8483,30.4376,47.0973,43.5653,18.0457,-1,-1,-1,-1,-1,-1
90.6866,90.5843,67.2694,102.641,95.0314,38.7402,-1,-1,-1,-1,-1,-1
90.6777,91.0499,56.7848,86.9349,80.4912,32.9809,-1,-1,-1,-1,-1,-1
91.3748,92.0956,31.8002,49.3281,45.613,18.9289,-1,-1,-1,-1,-1,-1
87.5858,92.0015,70.7134,109.344,101.497,42.726,94.0985,106.291,-1,-1,-1,-1
91.781,98.9722,17.1203,28.2691,26.1151,11.6719,-1,-1,-1,-1,-1,-1
90.6473,85.3663,76.6326,112.7,104.378,40.097,103.197,105.472,-1,-1,-1,-1
76.153,80.5814,29.145,39.1443,37.0281,13.4351,-1,-1,-1,-1,-1,-1
93.8716,93.6439,28.7987,46.141,42.4653,18.0036,-1,-1,-1,-1,-1,-1
87.515,91.5743,58.6654,88.1236,82.056,33.6244,-1,-1,-1,-1,-1,-1
87.9172,89.8622,80.4427,119.745,111.421,44.8355,101.131,117.394,-1,-1,-1,-1
81.047,86.6342,85.5211,119.536,112.514,43.1499,105.313,117.064,-1,-1,-1,-1
91.2291,92.4513,48.3574,75.1317,69.4922,28.9418,-1,-1,-1,-1,-1,-1
91.6068,88.9962,63.4128,96.282,88.9976,35.7053,-1,-1,-1,-1,-1,-1
88.7325,93.6278,13.9593,21.6368,20.0862,8.48799,-1,-1,-1,-1,-1,-1
93.4233,90.1971,72.6981,112.887,103.993,42.4292,96.8015,108.895,-1,-1,-1,-1
91.9072,94.191,67.881,108.623,100.225,42.9206,92.1921,105.386,-1,-1,-1,-1
92.7722,119.31,56.17,119.996,110.669,59.6533,78.6355,119.977,-1,-1,-1,-1
92.7668,92.5109,69.9548,110.055,101.501,42.422,94.3441,106.325,-1,-1,-1,-1
91.0626,92.1734,63.2163,97.8841,90.5652,37.5947,-1,-1,-1,-1,-1,-1
91.8133,94.5043,71.6754,113.71,105.06,44.7752,94.2463,111.28,-1,-1,-1,-1
89.7387,84.8318,82.3001,119.904,111.23,42.3909,104.482,115.905,-1,-1,-1,-1
91.9625,100.854,54.7814,92.0752,85.0412,38.7093,-1,-1,-1,-1,-1,-1
96.9769,96.8135,69.7011,118.153,108.078,47.6622,92.3827,116.12,-1,-1,-1,-1
87.2049,83.6143,51.5217,73.3386,68.3338,25.5535,-1,-1,-1,-1,-1,-1
86.7474,87.7822,47.2557,68.8429,64.1892,25.1808,-1,-1,-1,-1,-1,-1
95.0943,93.3681,52.3379,84.5431,77.6236,32.8942,-1,-1,-1,-1,-1,-1
89.1935,91.9986,74.4664,114.871,106.497,44.4096,96.4783,112.386,-1,-1,-1,-1
91.8904,88.5103,76.0739,115.332,106.555,42.538,99.3279,111.457,-1,-1,-1,-1
91.1292,94.2561,75.6994,119.195,110.268,46.8118,96.7808,117.341,-1,-1,-1,-1
91.1359,89.0181,75.4021,115.297,106.524,43.1023,98.3484,111.833,-1,-1,-1,-1
90.6035,90.6439,45.9373,70.0797,64.8942,26.4679,-1,-1,-1,-1,-1,-1
90.2599,90.5881,68.1006,103.589,95.9842,39.0997,-1,-1,-1,-1,-1,-1
90.5937,104.269,69.947,119.822,110.958,52.0573,90.487,119.228,-1,-1,-1,-1
99.1048,92.4432,71.4633,119.035,108.404,45.9708,94.8948,116.066,-1,-1,-1,-1
96.5823,90.7848,74.8301,119.71,109.621,45.296,97.5533,116.677,-1,-1,-1,-1
91.8485,94.4201,53.7983,85.3342,78.8359,33.5771,-1,-1,-1,-1,-1,-1
78.3583,90.6866,66.1177,97.2377,91.4488,38.2497,-1,-1,-1,-1,-1,-1
89.703,76.0354,62.0205,85.612,79.5364,27.1672,-1,-1,-1,-1,-1,-1
91.1084,84.7377,69.8072,102.537,94.8946,36.2158,-1,-1,-1,-1,-1,-1
100.627,92.2937,43.101,72.413,65.7804,27.8637,-1,-1,-1,-1,-1,-1
95.5085,90.8223,53.373,84.6667,77.6886,32.0462,-1,-1,-1,-1,-1,-1
88.0069,90.4836,74.9182,112.069,104.262,42.2515,97.8106,108.646,-1,-1,-1,-1
89.9106,91.7372,77.9958,119.338,110.647,45.6155,99.0024,117.143,-1,-1,-1,-1
97.4626,88.3648,74.7949,118.104,108.005,43.5155,98.6236,114.088,-1,-1,-1,-1
95.9614,91.9945,66.6309,107.246,98.3021,41.1407,93.5148,101.963,-1,-1,-1,-1
86.9595,93.3659,68.8044,106.013,98.6205,41.7583,93.0032,102.542,-1,-1,-1,-1
89.6948,110.464,32.7031,59.2684,54.9738,27.2792,-1,-1,-1,-1,-1,-1
92.5921,89.2399,67.1836,102.925,94.9661,38.2748,-1,-1,-1,-1,-1,-1
96.3622,91.3427,49.7726,79.855,73.1516,30.399,-1,-1,-1,-1,-1,-1
108.019,83.038,59.5546,97.8695,87.8737,34.047,-1,-1,-1,-1,-1,-1
96.4711,87.9962,76.3369,119.255,109.265,43.7523,99.6189,115.435,-1,-1,-1,-1
78.9675,88.8489,61.4043,85.9752,81.1783,31.8602,-1,-1,-1,-1,-1,-1
93.1222,90.3662,42.6672,66.1888,61.0074,24.9234,-1,-1,-1,-1,-1,-1
90.7737,94.6015,62.2858,98.0673,90.7823,38.656,-1,-1,-1,-1,-1,-1
91.361,91.1776,49.5512,76.3207,70.5746,28.9947,-1,-1,-1,-1,-1,-1
85.4443,92.6484,32.4662,48.4319,45.2587,18.6964,-1,-1,-1,-1,-1,-1
91.8515,92.3994,65.9772,102.961,95.1225,39.6398,-1,-1,-1,-1,-1,-1
93.526,88.4838,45.0616,69.1164,63.6666,25.4876,-1,-1,-1,-1,-1,-1
97.0253,92.6049,73.5237,119.931,109.712,46.2837,96.1057,117.273,-1,-1,-1,-1
91.2578,89.4803,65.5268,99.5919,92.1139,37.1324,-1,-1,-1,-1,-1,-1
97.2319,90.4737,74.7198,119.861,109.628,45.2035,97.6172,116.707,-1,-1,-1,-1
90.5985,91.272,51.3863,78.8012,72.9655,29.9816,-1,-1,-1,-1,-1,-1
89.9246,79.018,49.3452,69.4016,64.4125,22.8735,-1,-1,-1,-1,-1,-1
89.9993,89.7288,76.5405,115.494,107.066,43.1798,98.9442,112.283,-1,-1,-1,-1
86.6812,91.3391,37.442,56.2896,52.4374,21.5655,-1,-1,-1,-1,-1,-1
87.4588,92.4336,42.4608,64.145,59.7344,24.7048,-1,-1,-1,-1,-1,-1
89.0052,90.2982,18.937,28.4922,26.4602,10.7212,-1,-1,-1,-1,-1,-1
69.5688,92.9471,46.6012,65.2042,62.213,26.0835,-1,-1,-1,-1,-1,-1
94.5325,89.3133,49.5668,77.0907,70.8755,28.6953,-1,-1,-1,-1,-1,-1
90.9029,90.7492,76.6928,117.348,108.605,44.3718,98.5845,114.601,-1,-1,-1,-1
86.8365,91.101,59.721,89.6728,83.5197,34.2479,-1,-1,-1,-1,-1,-1
90.7678,76.732,85.2273,118.799,110.164,38.0471,-1,-1,-1,-1,-1,-1
91.5273,90.7417,38.0987,58.5622,54.1367,22.1419,-1,-1,-1,-1,-1,-1
88.6882,96.7777,70.8986,111.735,103.824,45.0639,92.9215,109.831,-1,-1,-1,-1
96.2115,89.8521,48.9812,77.5476,71.0654,29.0498,-1,-1,-1,-1,-1,-1
89.2699,89.0675,68.3399,103.043,95.5387,38.5165,-1,-1,-1,-1,-1,-1
90.8076,91.7942,74.7454,115.253,106.677,44.1015,97.0278,112.497,-1,-1,-1,-1
87.9694,91.5992,73.8321,113.262,105.156,43.813,96.0926,110.646,-1,-1,-1,-1
89.4798,92.7799,28.5935,45.579,42.1164,18.0688,-1,-1,-1,-1,-1,-1
92.0834,92.8723,70.4663,110.577,102.114,42.7897,94.3757,107.172,-1,-1,-1,-1
91.0815,91.1738,70.866,108.919,100.771,41.3774,95.7467,104.489,-1,-1,-1,-1
90.9272,91.5301,58.2128,90.164,83.3797,34.5407,-1,-1,-1,-1,-1,-1
92.2625,90.6416,32.3423,50.1785,46.2975,19.0133,-1,-1,-1,-1,-1,-1
90.1007,90.2314,9.30791,14.104,13.0727,5.30258,-1,-1,-1,-1,-1,-1
91.0351,93.4933,54.4255,85.1183,78.7574,33.1583,-1,-1,-1,-1,-1,-1
89.6386,84.657,57.4835,83.6001,77.5669,29.4952,-1,-1,-1,-1,-1,-1
92.3345,97.5589,43.9179,71.8162,66.2886,29.193,-1,-1,-1,-1,-1,-1
90.0065,92.8048,56.1762,86.7029,80.3749,33.5269,-1,-1,-1,-1,-1,-1
78.8602,93.3418,44.0077,65.1291,61.3056,26.0248,-1,-1,-1,-1,-1,-1
90.6672,90.934,53.4014,81.6788,75.6261,30.9474,-1,-1,-1,-1,-1,-1
83.576,93.3624,64.8301,100.891,94.0512,40.7902,90.5445,96.7744,-1,-1,-1,-1
91.96,90.4282,68.4842,105.361,97.3217,39.6991,-1,-1,-1,-1,-1,-1
91.1265,92.7708,40.8138,63.5175,58.7609,24.5524,-1,-1,-1,-1,-1,-1
126.653,80.4409,44.1125,85.6506,74.1405,29.255,-1,-1,-1,-1,-1,-1
90.0001,90.3752,76.4906,118.087,109.222,45.0759,98.1426,115.599,-1,-1,-1,-1
90.7803,91.6464,18.87,29.039,26.8817,11.0888,-1,-1,-1,-1,-1,-1
91.2164,91.051,73.7934,113.429,104.917,43.0326,96.8896,110.109,-1,-1,-1,-1
92.1809,91.9318,51.9455,80.9767,74.7656,31.0181,-1,-1,-1,-1,-1,-1
118.677,93.2511,52.1517,110.499,96.5876,43.177,85.3136,104.17,-1,-1,-1,-1
90.1944,92.6827,26.6176,41.1018,38.089,15.8726,-1,-1,-1,-1,-1,-1
88.8259,90.2286,50.4716,75.7977,70.4151,28.4966,-1,-1,-1,-1,-1,-1
88.7467,91.1174,70.8086,109.922,101.793,42.5925,94.5178,106.592,-1,-1,-1,-1
89.7669,89.8539,52.2846,78.859,73.1323,29.5316,-1,-1,-1,-1,-1,-1
91.8305,89.8595,49.8106,76.2339,70.4352,28.5441,-1,-1,-1,-1,-1,-1
92.233,87.9512,79.1745,119.866,110.675,43.9411,101.203,116.595,-1,-1,-1,-1
77.7578,92.6193,78.4188,111.343,105.337,42.9691,98.5759,109.462,-1,-1,-1,-1
95.0976,92.7466,66.5066,106.848,98.1067,41.2932,93.0138,101.922,-1,-1,-1,-1
89.0991,90.7054,57.7639,87.2987,81.0495,33.0201,-1,-1,-1,-1,-1,-1
91.3298,90.3856,56.0681,85.8293,79.3725,32.3241,-1,-1,-1,-1,-1,-1
90.6903,92.3292,72.3797,111.888,103.592,43.0439,95.5729,108.734,-1,-1,-1,-1
90.0767,91.312,59.6109,91.0339,84.379,34.6354,-1,-1,-1,-1,-1,-1
93.389,90.4542,53.2041,82.7596,76.2428,31.1938,-1,-1,-1,-1,-1,-1
88.6367,92.4035,38.3722,59.1482,54.8895,22.9744,-1,-1,-1,-1,-1,-1
90.5505,92.2311,77.1713,119.08,110.28,45.7622,98.3358,116.897,-1,-1,-1,-1
91.2087,90.5803,77.9585,119.405,110.447,45.0657,99.4161,116.84,-1,-1,-1,-1
88.5142,90.0772,53.4617,80.0281,74.3866,30.0363,-1,-1,-1,-1,-1,-1
91.7981,96.1059,45.4596,74.0718,68.3401,29.911,-1,-1,-1,-1,-1,-1
88.1728,92.7577,53.9897,83.7206,77.6969,32.804,-1,-1,-1,-1,-1,-1
94.9338,91.8076,43.3134,68.9472,63.3294,26.3767,-1,-1,-1,-1,-1,-1
89.2581,89.1632,78.0714,116.729,108.356,43.3667,100.029,113.644,-1,-1,-1,-1
87.9357,89.3955,30.8191,46.3335,43.0402,17.4412,-1,-1,-1,-1,-1,-1
109.634,89.0071,65.6031,116.464,103.987,43.353,93.5327,110.992,-1,-1,-1,-1
89.7641,91.3653,54.8813,84.1368,77.9752,32.1686,-1,-1,-1,-1,-1,-1
93.6666,91.1163,71.7926,112.498,103.583,42.7124,95.8627,108.721,-1,-1,-1,-1
88.194,92.3172,23.5936,35.9023,33.3791,13.8399,-1,-1,-1,-1,-1,-1
90.324,99.7925,63.6668,104.316,96.6465,43.3748,87.9892,101.864,-1,-1,-1,-1
90.3032,89.7105,38.8899,58.8012,54.4803,21.9796,-1,-1,-1,-1,-1,-1
91.4972,120.569,45.7529,97.7153,90.3356,49.0894,72.3228,97.3186,-1,-1,-1,-1
98.1792,90.1973,74.3544,119.933,109.5,45.0986,97.5257,116.625,-1,-1,-1,-1
91.6112,92.5898,55.087,85.933,79.4263,33.1521,-1,-1,-1,-1,-1,-1
91.0076,90.9087,25.5948,39.2388,36.3084,14.8631,-1,-1,-1,-1,-1,-1
88.5652,91.8816,48.4547,73.4915,68.3046,28.1355,-1,-1,-1,-1,-1,-1
92.4427,88.732,49.0266,74.7439,68.9852,27.6374,-1,-1,-1,-1,-1,-1
95.3831,94.8559,69.7199,116.571,106.747,46.5827,92.6732,114.287,-1,-1,-1,-1
86.417,90.2506,67.4302,99.6576,92.969,37.4869,-1,-1,-1,-1,-1,-1
82.6515,93.8089,66.778,98.5696,92.535,38.5436,-1,-1,-1,-1,-1,-1
97.325,92.4323,70.3798,114.926,105.074,44.2713,94.403,111.577,-1,-1,-1,-1
91.1946,97.4232,41.8226,67.8288,62.7228,27.5821,-1,-1,-1,-1,-1,-1
89.9648,86.9976,32.6123,48.2733,44.757,17.4999,-1,-1,-1,-1,-1,-1
89.5536,90.9289,54.7385,83.0436,77.0458,31.4628,-1,-1,-1,-1,-1,-1
88.3394,91.2118,66.9512,100.898,93.8144,38.3463,-1,-1,-1,-1,-1,-1
81.6117,92.9063,66.7181,97.6374,91.7701,37.9501,-1,-1,-1,-1,-1,-1
91.1176,94.6714,75.4591,119.201,110.277,47.0207,96.5027,117.419,-1,-1,-1,-1
91.0121,90.0385,76.5901,117.146,108.341,44.0825,98.709,114.218,-1,-1,-1,-1
95.9347,94.9782,57.7839,95.3531,87.4047,37.7356,-1,-1,-1,-1,-1,-1
91.5855,91.2107,76.8723,119.266,110.168,45.4999,98.4144,116.826,-1,-1,-1,-1
94.8277,91.2569,24.9234,39.4601,36.2535,15.0059,-1,-1,-1,-1,-1,-1
83.5922,89.8618,57.7635,91.0989,84.5369,36.4953,-1,-1,-1,-1,-1,-1
90.6327,88.6855,79.0072,118.867,110.069,43.9256,100.778,115.825,-1,-1,-1,-1
89.0244,90.35,77.7278,116.993,108.646,44.0431,99.3195,114.299,-1,-1,-1,-1
90.6741,91.1692,33.2268,51.1663,47.3451,19.508,-1,-1,-1,-1,-1,-1
86.0065,89.8993,75.9117,113.156,105.456,42.8858,98.0439,110.23,-1,-1,-1,-1
76.1505,98.8796,66.5719,97.2983,92.2708,40.0871,91.3446,93.1129,-1,-1,-1,-1
95.5005,90.0808,67.7318,106.789,97.9954,40.092,96.7727,99.1288,-1,-1,-1,-1
90.7572,90.974,73.3957,112.482,104.116,42.6691,96.7208,109.014,-1,-1,-1,-1
91.5012,91.7894,77.3501,119.819,110.769,45.8253,98.6251,117.527,-1,-1,-1,-1
90.0431,93.8989,71.5166,111.338,103.206,43.5607,94.4076,108.604,-1,-1,-1,-1
93.7228,93.9523,62.7452,100.665,92.6722,39.4072,-1,-1,-1,-1,-1,-1
93.1275,95.5518,58.5511,94.7398,87.3166,37.719,-1,-1,-1,-1,-1,-1
91.3415,91.9551,48.7343,75.5079,69.8241,28.9342,-1,-1,-1,-1,-1,-1
73.8235,89.7418,51.4296,70.2781,66.8709,26.2787,-1,-1,-1,-1,-1,-1
92.557,89.7709,67.0383,103.155,95.1735,38.6063,-1,-1,-1,-1,-1,-1
90.8268,86.0134,54.1319,81.2929,75.1016,29.51,-1,-1,-1,-1,-1,-1
90.9236,91.13,52.3252,80.3014,74.3157,30.4911,-1,-1,-1,-1,-1,-1
88.9808,91.7328,76.1447,115.712,107.466,44.2275,97.8454,113.189,-1,-1,-1,-1
87.5287,90.9968,52.0633,77.8991,72.5338,29.5357,-1,-1,-1,-1,-1,-1
102.343,89.877,66.5653,112.42,101.668,42.4487,93.6,107.276,-1,-1,-1,-1
91.0015,90.7311,74.5986,114.211,105.683,43.1772,97.4505,110.962,-1,-1,-1,-1
91.1495,90.5122,57.1183,87.4026,80.8542,32.9626,-1,-1,-1,-1,-1,-1
88.516,88.5379,66.2542,98.1393,91.2208,36.2044,-1,-1,-1,-1,-1,-1
95.1944,90.8045,50.5377,79.9553,73.4091,30.2563,-1,-1,-1,-1,-1,-1
95.4804,92.7223,48.2048,77.677,71.2701,30.012,-1,-1,-1,-1,-1,-1
93.9757,84.5373,26.9747,40.3357,37.1424,14.2217,-1,-1,-1,-1,-1,-1
84.796,85.3449,24.251,36.5284,33.8966,13.7027,-1,-1,-1,-1,-1,-1
89.5822,92.6628,18.6426,28.6502,26.5798,11.0617,-1,-1,-1,-1,-1,-1
89.1922,90.7936,34.2438,51.7659,48.0585,19.5834,-1,-1,-1,-1,-1,-1
88.8692,90.3911,61.038,91.7976,85.2726,34.574,-1,-1,-1,-1,-1,-1
91.2669,91.3187,33.7647,52.0238,48.1155,19.7948,-1,-1,-1,-1,-1,-1
91.809,90.9579,71.4069,110.173,101.794,41.7547,95.963,105.962,-1,-1,-1,-1
94.0099,91.603,69.377,109.433,100.693,41.7705,94.6721,105.005,-1,-1,-1,-1
87.145,90.7105,75.9398,116.917,108.5,45.3398,97.247,114.788,-1,-1,-1,-1
91.1949,90.5708,64.2421,99.2547,91.7093,37.7004,-1,-1,-1,-1,-1,-1
93.2365,98.2498,68.0166,112.827,103.965,46.1896,90.8327,110.906,-1,-1,-1,-1
92.1867,89.2486,71.6477,109.445,101.057,40.7024,97.5846,103.869,-1,-1,-1,-1
91.9204,93.4977,75.3697,118.71,109.659,46.2506,96.8236,116.607,-1,-1,-1,-1
89.8078,93.8147,76.4054,119.208,110.488,46.7496,97.2435,117.422,-1,-1,-1,-1
93.3727,91.844,76.1665,119.767,110.333,45.8337,97.915,117.295,-1,-1,-1,-1
91.7165,94.8049,11.4147,18.1377,16.7613,7.16479,-1,-1,-1,-1,-1,-1
92.4129,94.7989,15.4142,24.645,22.7437,9.73762,-1,-1,-1,-1,-1,-1
90.5531,91.0144,14.7578,22.5657,20.8981,8.55752,-1,-1,-1,-1,-1,-1
89.5936,92.2993,53.6807,82.2834,76.335,31.6446,-1,-1,-1,-1,-1,-1
91.3775,89.9432,78.1307,119.255,110.275,44.6931,99.7625,116.505,-1,-1,-1,-1
89.5248,89.9806,76.106,114.657,106.382,42.9872,98.6022,111.427,-1,-1,-1,-1
90.9408,90.7007,25.2902,38.693,35.8078,14.6228,-1,-1,-1,-1,-1,-1
91.4188,90.0724,76.7615,117.312,108.47,44.028,98.909,114.33,-1,-1,-1,-1
88.9371,89.6944,60.7702,90.9929,84.5157,34.0086,-1,-1,-1,-1,-1,-1
91.5566,94.0697,72.9746,115.126,106.419,45.1244,95.1544,112.798,-1,-1,-1,-1
98.8671,91.677,50.795,86.8564,78.8214,33.9224,-1,-1,-1,-1,-1,-1
91.3286,91.2663,28.9454,44.6015,41.2461,16.9609,-1,-1,-1,-1,-1,-1
91.0473,93.2811,47.176,73.6704,68.1627,28.6346,-1,-1,-1,-1,-1,-1
83.1528,91.4525,47.3931,69.0773,64.7989,26.3221,-1,-1,-1,-1,-1,-1
82.373,94.2245,80.4749,119.368,112.061,47.0395,99.5448,118.241,-1,-1,-1,-1
86.7723,91.6942,77.5765,116.026,108.177,44.3287,98.6624,113.755,-1,-1,-1,-1
91.2114,90.6439,77.7868,119.201,110.257,45.0202,99.2873,116.626,-1,-1,-1,-1
92.1252,91.9976,76.7424,119.642,110.476,45.8615,98.1898,117.313,-1,-1,-1,-1
88.0971,92.1662,64.8439,98.2196,91.3632,37.7189,-1,-1,-1,-1,-1,-1
93.5653,90.944,72.6765,113.767,104.757,43.1462,96.3144,110.219,-1,-1,-1,-1
90.251,89.1964,79.5318,119.768,110.979,44.5126,100.875,117.021,-1,-1,-1,-1
91.2856,90.1271,64.6491,98.7461,91.3261,37.0851,-1,-1,-1,-1,-1,-1
91.2851,94.9004,73.7533,116.881,108.096,46.2167,95.3432,114.923,-1,-1,-1,-1
