mVV,mRecoil,mRCmin,mRCmax,mRCLSP,mLSPmax,mRCmin(40),mRCmax(40),mRCmin(80),mRCmax(80),mRCmin(110),mRCmax(110)
86.3821,91.7655,69.0783,103.111,96.1983,39.4324,-1,-1,-1,-1,-1,-1
85.688,90.4299,69.3765,103.308,96.3614,39.3042,-1,-1,-1,-1,-1,-1
92.9521,91.6751,72.9558,114.186,105.277,43.6201,96.1336,110.992,-1,-1,-1,-1
97.1996,78.0026,81.2529,118.507,108.702,38.64,-1,-1,-1,-1,-1,-1
97.3602,92.7352,61.5172,101.015,92.3194,39.0983,-1,-1,-1,-1,-1,-1
96.8383,90.9752,45.2796,72.7216,66.5573,27.5778,-1,-1,-1,-1,-1,-1
89.6496,91.069,43.6638,66.3553,61.5522,25.1788,-1,-1,-1,-1,-1,-1
92.4195,90.6113,77.0177,119.065,109.886,44.9538,98.8577,116.341,-1,-1,-1,-1
93.1645,91.1138,73.6556,114.964,105.953,43.6467,96.7577,111.713,-1,-1,-1,-1
91.4002,90.8089,68.4263,105.139,97.2153,39.7829,-1,-1,-1,-1,-1,-1
75.957,90.8832,38.3471,55.6657,52.5472,21.9804,-1,-1,-1,-1,-1,-1
90.5505,93.2929,75.6188,117.818,109.091,45.8483,96.9769,115.728,-1,-1,-1,-1
124.349,89.9185,12.7612,28.2519,24.4001,10.7171,-1,-1,-1,-1,-1,-1
93.1606,95.6606,38.1824,61.8569,57.0067,24.6553,-1,-1,-1,-1,-1,-1
105.212,89.8934,50.9285,90.6019,81.244,34.632,-1,-1,-1,-1,-1,-1
94.2836,89.226,67.3975,104.554,96.1692,38.8791,-1,-1,-1,-1,-1,-1
90.3927,92.5336,74.0936,114.486,106.052,44.149,96.3652,111.846,-1,-1,-1,-1
88.2264,90.7985,52.1101,78.2411,72.7628,29.6007,-1,-1,-1,-1,-1,-1
92.1929,91.7173,54.3153,84.538,78.0521,32.3067,-1,-1,-1,-1,-1,-1
90.5186,91.1935,50.4179,77.1785,71.4789,29.3262,-1,-1,-1,-1,-1,-1
89.4612,92.0746,74.8327,116.159,107.593,45.0611,96.5859,113.853,-1,-1,-1,-1
91.5977,89.4078,11.1682,17.0055,15.7192,6.33535,-1,-1,-1,-1,-1,-1
92.0368,88.2625,41.0192,62.1403,57.3966,22.8556,-1,-1,-1,-1,-1,-1
89.6942,92.531,53.484,82.201,76.2429,31.6968,-1,-1,-1,-1,-1,-1
89.0441,91.1136,13.964,21.1341,19.626,8.02337,-1,-1,-1,-1,-1,-1
89.1572,90.5988,42.4352,64.5196,59.8474,24.4954,-1,-1,-1,-1,-1,-1
87.2264,92.3543,49.6672,74.8693,69.7491,28.8115,-1,-1,-1,-1,-1,-1
95.929,91.9666,65.3276,104.988,96.2502,40.2364,94.2313,98.0343,-1,-1,-1,-1
92.4412,92.3266,76.272,119.51,110.289,45.9748,97.7929,117.203,-1,-1,-1,-1
91.8645,95.9667,74.608,119.854,110.727,47.9252,95.6116,118.261,-1,-1,-1,-1
91.1303,95.5841,70.6661,112.473,104.049,44.7943,93.2609,110.19,-1,-1,-1,-1
90.4364,91.8577,77.6225,119.378,110.574,45.7022,98.7352,117.164,-1,-1,-1,-1
88.6432,94.1244,58.4683,92.5019,85.7204,36.915,-1,-1,-1,-1,-1,-1
89.4704,89.3083,64.1994,96.2329,89.2955,35.8124,-1,-1,-1,-1,-1,-1
89.2588,88.1042,80.1047,118.903,110.375,43.6497,101.646,115.856,-1,-1,-1,-1
90.4162,91.4943,77.3109,118.52,109.788,45.183,98.6685,116.139,-1,-1,-1,-1
90.1683,90.0322,41.22,62.408,57.8362,23.4114,-1,-1,-1,-1,-1,-1
89.0855,103.569,62.7935,105.297,97.7742,45.4396,86.0804,103.828,-1,-1,-1,-1
90.2153,98.8133,73.1422,118.929,110.186,49.0215,93.8142,117.79,-1,-1,-1,-1
95.1398,91.3551,60.8654,97.579,89.4961,37.3687,-1,-1,-1,-1,-1,-1
91.6226,77.7843,84.7125,119.392,110.534,38.7596,-1,-1,-1,-1,-1,-1
91.5807,91.0645,42.9722,66.2403,61.2284,25.134,-1,-1,-1,-1,-1,-1
90.4237,93.8408,42.5381,66.39,61.4977,25.9587,-1,-1,-1,-1,-1,-1
92.1712,88.0516,34.5434,52.3198,48.3124,19.2037,-1,-1,-1,-1,-1,-1
96.313,92.6074,39.5537,64.1256,58.7426,24.7467,-1,-1,-1,-1,-1,-1
92.1703,91.1336,45.329,70.229,64.8432,26.6689,-1,-1,-1,-1,-1,-1
88.3422,93.8961,76.1556,117.035,108.817,45.7879,97.0816,115.172,-1,-1,-1,-1
93.1846,91.9537,74.3986,116.917,107.747,44.7995,96.8031,114.166,-1,-1,-1,-1
91.7907,111,39.483,73.8248,68.212,34.1443,-1,-1,-1,-1,-1,-1
88.1085,92.6061,58.2799,88.5715,82.3859,34.1772,-1,-1,-1,-1,-1,-1
90.7261,90.3162,25.2952,38.6103,35.7362,14.5524,-1,-1,-1,-1,-1,-1
86.8936,92.9553,78.5542,118.635,110.586,45.9489,98.8712,116.878,-1,-1,-1,-1
92.0056,88.4332,74.1956,112.514,103.93,41.4629,98.6934,107.815,-1,-1,-1,-1
89.3691,92.4483,71.3574,109.318,101.456,42.1094,95.1247,105.79,-1,-1,-1,-1
90.863,88.6265,56.4444,85.0248,78.699,31.3996,-1,-1,-1,-1,-1,-1
90.5856,91.1289,65.8442,100.795,93.3394,38.2721,-1,-1,-1,-1,-1,-1
92.7502,92.8747,31.3826,49.5087,45.6624,19.1588,-1,-1,-1,-1,-1,-1
91.9405,92.8913,67.7733,106.247,98.1417,41.1225,93.6158,101.575,-1,-1,-1,-1
90.2477,93.7848,75.9187,118.323,109.634,46.2505,97.0245,116.393,-1,-1,-1,-1
84.5295,91.2682,71.833,111.188,103.429,44.0614,94.0642,108.923,-1,-1,-1,-1
90.7641,90.4446,64.0304,97.6541,90.4015,36.8012,-1,-1,-1,-1,-1,-1
98.7902,87.9049,41.6978,66.2876,60.4737,24.3042,-1,-1,-1,-1,-1,-1
93.7051,114.527,40.0881,80.6614,74.2574,38.4967,nan,80.6614,-1,-1,-1,-1
90.8679,93.0528,27.8927,43.4163,40.1842,16.8334,-1,-1,-1,-1,-1,-1
90.8806,94.2515,74.0864,117.187,108.38,46.2248,95.6253,115.215,-1,-1,-1,-1
89.5664,92.1153,47.8699,73.2617,67.9689,28.1188,-1,-1,-1,-1,-1,-1
107.96,91.4194,50.279,90.2342,80.7689,34.475,-1,-1,-1,-1,-1,-1
87.5534,94.8087,17.0855,26.3205,24.5026,10.4092,-1,-1,-1,-1,-1,-1
94.4198,93.4135,15.3358,24.6354,22.6492,9.58874,-1,-1,-1,-1,-1,-1
76.1921,93.173,29.6505,44.4308,41.8629,18.204,-1,-1,-1,-1,-1,-1
91.2812,93.0665,45.5421,71.1245,65.7794,27.5804,-1,-1,-1,-1,-1,-1
92.9007,93.0323,67.6642,107.012,98.6698,41.4816,93.2993,102.593,-1,-1,-1,-1
89.5738,92.6035,69.7469,107.139,99.3967,41.3396,94.53,102.983,-1,-1,-1,-1
93.7407,93.8805,74.7897,119.935,110.408,46.9147,96.3956,117.838,-1,-1,-1,-1
93.1136,81.8749,36.8262,53.7495,49.5939,18.3565,-1,-1,-1,-1,-1,-1
91.5658,91.5671,62.0771,96.0444,88.7796,36.6438,-1,-1,-1,-1,-1,-1
92.0224,91.5252,52.0725,80.8688,74.683,30.8527,-1,-1,-1,-1,-1,-1
91.3986,91.1641,67.6195,104.169,96.3198,39.5688,-1,-1,-1,-1,-1,-1
91.0477,92.9813,73.0109,113.775,105.266,44.0882,95.5845,111.077,-1,-1,-1,-1
81.7933,94.6378,72.7192,107.307,100.879,42.3274,94.7216,104.87,-1,-1,-1,-1
91.5552,98.2009,71.3987,116.613,107.795,47.7147,92.8901,115.141,-1,-1,-1,-1
92.4493,91.5405,57.9602,90.2662,83.3011,34.4295,-1,-1,-1,-1,-1,-1
90.5105,90.2275,69.7028,105.941,98.1191,39.8285,-1,-1,-1,-1,-1,-1
90.7371,93.3312,43.6609,68.0384,62.9885,26.4588,-1,-1,-1,-1,-1,-1
86.1879,91.1546,19.5993,29.6989,27.6484,11.4695,-1,-1,-1,-1,-1,-1
91.2791,93.4785,76.5695,119.967,110.951,46.7266,97.5849,118.029,-1,-1,-1,-1
90.9493,88.381,27.8377,41.8842,38.7627,15.425,-1,-1,-1,-1,-1,-1
89.3626,101.139,61.7377,108.423,100.037,47.3195,85.1726,107.156,-1,-1,-1,-1
92.1332,91.1646,75.3269,116.79,107.831,44.3902,97.6216,113.947,-1,-1,-1,-1
83.919,91.7963,44.278,65.0047,60.9014,24.8633,-1,-1,-1,-1,-1,-1
89.5877,91.9754,77.6468,119.01,110.376,45.6884,98.6432,116.878,-1,-1,-1,-1
98.2066,90.7947,48.0546,77.9342,71.1449,29.4975,-1,-1,-1,-1,-1,-1
88.6647,94.4762,77.2676,119.554,111.097,47.0626,97.6582,117.975,-1,-1,-1,-1
91.7648,91.5799,61.3532,95.0779,87.8537,36.2804,-1,-1,-1,-1,-1,-1
90.6955,91.838,58.8499,90.6671,83.9409,34.7022,-1,-1,-1,-1,-1,-1
90.382,92.8021,71.1428,110.114,102.007,42.5783,94.7755,106.783,-1,-1,-1,-1
88.9424,91.7709,61.298,93.1501,86.5177,35.6191,-1,-1,-1,-1,-1,-1
88.7296,91.5176,63.8346,96.6795,89.8297,36.8661,-1,-1,-1,-1,-1,-1
89.8215,87.9247,79.9432,119.53,110.777,43.9594,101.497,116.519,-1,-1,-1,-1
89.2329,91.8323,77.7721,118.488,109.994,45.3376,98.8063,116.291,-1,-1,-1,-1
92.4621,91.3745,42.5077,66.122,61.0186,25.1747,-1,-1,-1,-1,-1,-1
125.267,91.7156,34.8811,80.8228,69.6239,31.1926,-1,-1,-1,-1,-1,-1
93.5215,90.5177,41.3528,64.422,59.3344,24.2991,-1,-1,-1,-1,-1,-1
91.9731,90.8682,56.6061,87.7779,81.0326,33.3417,-1,-1,-1,-1,-1,-1
90.8174,99.7069,48.4654,79.6996,73.773,33.1111,-1,-1,-1,-1,-1,-1
90.9609,92.1085,40.8933,63.2386,58.5208,24.2701,-1,-1,-1,-1,-1,-1
94.7143,94.3981,37.5352,60.9618,56.0148,23.98,-1,-1,-1,-1,-1,-1
117.174,91.0932,36.315,72.6428,63.7744,27.7362,-1,-1,-1,-1,-1,-1
97.1838,108.948,60.4802,118.085,107.971,53.6048,83.4955,117.46,-1,-1,-1,-1
92.2606,91.6025,12.1122,18.8434,17.3961,7.19269,-1,-1,-1,-1,-1,-1
95.3491,91.0198,75.3106,119.529,109.706,45.3438,97.7271,116.654,-1,-1,-1,-1
92.9953,95.1336,73.2318,117.94,108.726,46.7501,94.9951,115.963,-1,-1,-1,-1
91.0311,90.9526,66.674,102.269,94.6274,38.7571,-1,-1,-1,-1,-1,-1
91.0926,90.3022,67.7751,103.506,95.7613,38.9453,-1,-1,-1,-1,-1,-1
91.7897,95.4667,72.8988,116.547,107.686,46.3599,94.6461,114.614,-1,-1,-1,-1
72.5069,90.0261,18.9173,26.5636,25.2274,10.3296,-1,-1,-1,-1,-1,-1
83.4301,89.6784,72.2715,110.071,102.541,43.0087,94.8696,107.376,-1,-1,-1,-1
90.0553,90.5729,38.5731,58.7101,54.4053,22.1937,-1,-1,-1,-1,-1,-1
91.8782,74.5014,85.0716,117.731,109.048,36.6424,-1,-1,-1,-1,-1,-1
87.2966,92.2984,65.2756,98.4032,91.6629,37.8436,-1,-1,-1,-1,-1,-1
90.6154,88.6832,63.5557,95.6069,88.5334,35.3292,-1,-1,-1,-1,-1,-1
91.2322,90.8627,76.3625,118.714,109.633,45.3554,98.0555,116.23,-1,-1,-1,-1
89.7824,91.5351,62.4699,95.3503,88.4271,36.3663,-1,-1,-1,-1,-1,-1
90.7586,92.7843,50.0538,78.1863,72.3254,30.3636,-1,-1,-1,-1,-1,-1
89.6924,88.5095,69.5076,103.766,96.2489,38.2684,-1,-1,-1,-1,-1,-1
89.4927,94.0332,66.5943,103.343,95.8899,40.4904,93.1192,98.1816,-1,-1,-1,-1
91.1985,97.9404,53.7267,87.3153,80.7623,35.6412,-1,-1,-1,-1,-1,-1
126.769,93.3056,46.6528,115.8,99.2977,45.464,81.9965,109.83,-1,-1,-1,-1
88.4504,91.5371,62.2474,94.488,87.7932,36.1527,-1,-1,-1,-1,-1,-1
93.8902,92.605,71.3757,113.397,104.361,43.7558,94.8845,110.228,-1,-1,-1,-1
90.7591,107.828,16.3226,29.066,26.9077,13.0589,-1,-1,-1,-1,-1,-1
87.6998,90.9514,49.473,74.4799,69.2842,28.3442,-1,-1,-1,-1,-1,-1
93.618,90.9629,53.3619,83.4843,76.8757,31.6435,-1,-1,-1,-1,-1,-1
91.5676,92.0056,72.5551,112.641,104.12,43.1848,95.797,109.431,-1,-1,-1,-1
85.8391,90.841,77.1689,114.02,106.478,43.1571,98.7596,111.34,-1,-1,-1,-1
90.623,91.5479,65.352,100.381,92.9499,38.2903,-1,-1,-1,-1,-1,-1
88.5868,91.0526,77.2541,116.779,108.501,44.3881,98.6915,114.299,-1,-1,-1,-1
85.4251,86.5593,23.5512,33.7679,31.5561,12.1793,-1,-1,-1,-1,-1,-1
96.3423,91.1979,72.9137,118.546,108.409,45.4707,95.9553,115.595,-1,-1,-1,-1
85.2788,90.7767,45.7414,67.3041,62.912,25.4568,-1,-1,-1,-1,-1,-1
93.213,92.8361,12.4254,19.668,18.1243,7.60794,-1,-1,-1,-1,-1,-1
92.0965,85.9677,46.634,69.547,64.2416,24.9245,-1,-1,-1,-1,-1,-1
92.6755,93.9832,68.2121,108.518,100.101,42.4953,92.8002,104.961,-1,-1,-1,-1
85.7396,90.6348,81.301,119.881,111.97,45.2723,101.348,117.914,-1,-1,-1,-1
91.1734,89.9756,69.0783,105.364,97.4596,39.5179,-1,-1,-1,-1,-1,-1
87.4576,93.2994,68.3009,103.825,96.6862,40.3618,94.3988,98.6264,-1,-1,-1,-1
90.7906,92.442,38.7912,60.091,55.6223,23.1535,-1,-1,-1,-1,-1,-1
90.0685,90.3453,62.8979,95.375,88.4041,35.903,-1,-1,-1,-1,-1,-1
91.0693,92.0464,52.8457,81.7513,75.6372,31.354,-1,-1,-1,-1,-1,-1
91.9481,90.0227,77.8604,119.507,110.381,44.8542,99.5615,116.755,-1,-1,-1,-1
91.8595,98.5273,28.3236,46.5516,43.0038,19.1188,-1,-1,-1,-1,-1,-1
88.6776,90.1244,35.5191,53.3186,49.5372,20.0436,-1,-1,-1,-1,-1,-1
90.3231,91.4289,75.4728,115.567,107.07,44.0255,97.6009,112.808,-1,-1,-1,-1
91.2484,93.0611,10.2076,15.9352,14.7389,6.17894,-1,-1,-1,-1,-1,-1
90.5893,85.0028,81.0861,118.915,110.148,42.1285,103.782,114.652,-1,-1,-1,-1
73.2113,95.1195,61.1659,91.0352,86.1827,38.1003,-1,-1,-1,-1,-1,-1
92.6491,92.9846,70.6293,111.433,102.795,43.173,94.3674,108.169,-1,-1,-1,-1
92.9069,90.437,77.4304,119.986,110.636,45.2154,99.1842,117.279,-1,-1,-1,-1
92.2606,92.9943,49.3695,77.6552,71.6881,30.0895,-1,-1,-1,-1,-1,-1
87.4526,89.7672,17.842,26.6618,24.8048,10.0357,-1,-1,-1,-1,-1,-1
89.6951,91.0365,70.7372,107.594,99.7879,40.8372,96.0622,102.723,-1,-1,-1,-1
86.528,91.45,72.0941,107.463,100.236,40.948,96.3937,103.196,-1,-1,-1,-1
110.427,90.6225,64.7889,118.362,105.436,44.8674,92.0936,113.693,-1,-1,-1,-1
91.6172,88.3272,50.252,76.2383,70.4345,28.1469,-1,-1,-1,-1,-1,-1
93.8329,91.9556,66.3309,104.778,96.4411,40.1468,94.911,97.8271,-1,-1,-1,-1
90.4051,90.2142,73.6797,111.89,103.648,42.0586,97.3573,108.026,-1,-1,-1,-1
92.3708,93.6442,53.4298,84.556,78.0425,32.9924,-1,-1,-1,-1,-1,-1
85.7603,87.1848,76.6824,112.008,104.435,41.1578,100.139,107.692,-1,-1,-1,-1
90.4863,91.1605,19.7208,30.1728,27.9463,11.4607,-1,-1,-1,-1,-1,-1
89.9637,91.2914,72.7155,110.938,102.851,42.2024,96.3237,107.314,-1,-1,-1,-1
91.8545,90.7722,39.647,61.1057,56.4538,23.1115,-1,-1,-1,-1,-1,-1
91.3036,90.3823,72.5664,111.223,102.842,41.9314,96.7083,107.163,-1,-1,-1,-1
104.108,88.7645,38.5695,64.6764,58.3941,23.9698,-1,-1,-1,-1,-1,-1
90.496,91.1116,31.2211,47.7553,44.2305,18.1294,-1,-1,-1,-1,-1,-1
87.1019,89.8015,51.2555,75.8511,70.6786,28.3826,-1,-1,-1,-1,-1,-1
91.9084,93.969,47.2245,74.6526,68.9618,29.2293,-1,-1,-1,-1,-1,-1
92.6409,109.318,46.6041,86.2625,79.5772,39.2927,nan,86.2625,-1,-1,-1,-1
91.3275,91.8085,63.3283,97.9827,90.6113,37.4818,-1,-1,-1,-1,-1,-1
96.0483,91.8882,39.2929,63.5252,58.1858,24.4112,-1,-1,-1,-1,-1,-1
82.0657,91.0881,36.2648,53.484,50.1339,20.6801,-1,-1,-1,-1,-1,-1
83.8912,89.4505,82.1257,118.743,111.253,44.2568,102.207,116.579,-1,-1,-1,-1
90.1708,91.0352,50.2966,79.024,72.9718,30.6211,-1,-1,-1,-1,-1,-1
74.8578,94.3811,48.1656,75.6089,71.0784,32.5027,-1,-1,-1,-1,-1,-1
91.1337,100.975,21.6015,36.0385,33.3393,15.1624,-1,-1,-1,-1,-1,-1
89.1494,98.0754,73.601,117.639,109.222,48.0729,94.2766,116.399,-1,-1,-1,-1
89.4697,88.6311,66.1837,98.7369,91.62,36.4637,-1,-1,-1,-1,-1,-1
93.3034,87.3628,63.6157,96.612,89.0393,35.1793,-1,-1,-1,-1,-1,-1
91.555,90.46,78.2147,119.998,110.924,45.2295,99.6273,117.437,-1,-1,-1,-1
94.9976,91.5357,46.1433,73.3254,67.3438,27.9691,-1,-1,-1,-1,-1,-1
91.7778,90.9685,66.7035,102.9,95.0794,39.0029,-1,-1,-1,-1,-1,-1
89.6026,90.4951,76.2477,115.356,107.015,43.4965,98.4304,112.392,-1,-1,-1,-1
91.828,91.7902,76.6217,118.988,109.934,45.5082,98.1757,116.579,-1,-1,-1,-1
93.3928,90.8484,44.962,70.1563,64.6303,26.5581,-1,-1,-1,-1,-1,-1
89.9671,92.2708,55.8803,85.8753,79.6134,33.0158,-1,-1,-1,-1,-1,-1
92.4919,91.4429,73.0233,113.677,104.897,43.3128,96.2902,110.377,-1,-1,-1,-1
91.5035,92.1896,75.1877,116.829,108.004,44.8767,97.1525,114.295,-1,-1,-1,-1
89.8514,88.4055,76.8221,114.729,106.388,42.2623,99.8013,110.924,-1,-1,-1,-1
92.9821,90.4009,56.7954,88.0355,81.1647,33.1623,-1,-1,-1,-1,-1,-1
89.3965,90.875,65.5509,100.239,92.9175,38.2287,-1,-1,-1,-1,-1,-1
88.8031,89.177,67.3477,100.399,93.2727,37.3094,-1,-1,-1,-1,-1,-1
89.5035,89.996,76.2535,115.086,106.759,43.2179,98.6053,111.966,-1,-1,-1,-1
90.8446,92.4742,32.2255,49.9291,46.2141,19.2381,-1,-1,-1,-1,-1,-1
91.1866,91.7906,77.6371,119.977,110.98,45.8864,98.7979,117.732,-1,-1,-1,-1
92.1929,90.0972,77.9244,119.794,110.608,44.9731,99.5964,117.062,-1,-1,-1,-1
92.0804,93.2451,23.4962,36.9783,34.1486,14.3669,-1,-1,-1,-1,-1,-1
91.1258,91.9885,60.7498,93.9776,86.94,36.0202,-1,-1,-1,-1,-1,-1
90.4195,90.4551,72.2924,109.994,101.889,41.4597,96.7403,105.67,-1,-1,-1,-1
85.773,95.6308,16.7692,25.6408,23.9445,10.2258,-1,-1,-1,-1,-1,-1
90.6374,109.475,66.2316,119.979,111.094,54.7315,86.9547,119.715,-1,-1,-1,-1
92.5401,92.037,74.2243,116.129,107.15,44.5371,96.6632,113.364,-1,-1,-1,-1
92.0824,91.1847,71.8805,111.335,102.814,42.3047,95.9399,107.507,-1,-1,-1,-1
92.4666,93.377,42.8465,67.7133,62.486,26.3453,-1,-1,-1,-1,-1,-1
89.3489,89.9081,74.8396,112.552,104.462,42.1639,98.0663,108.866,-1,-1,-1,-1
99.1597,85.5211,19.2502,30.1923,27.5268,10.8006,-1,-1,-1,-1,-1,-1
91.3598,86.34,54.2125,80.6375,74.5829,29.0157,-1,-1,-1,-1,-1,-1
90.9132,90.6009,76.3858,116.759,108.058,44.077,98.4682,113.892,-1,-1,-1,-1
96.3192,90.8419,75.0477,119.857,109.809,45.3786,97.6564,116.88,-1,-1,-1,-1
88.7875,96.4479,71.9996,113.234,105.201,45.5056,93.6943,111.419,-1,-1,-1,-1
94.0152,89.5736,37.597,58.3929,53.7318,21.8055,-1,-1,-1,-1,-1,-1
91.4378,91.2183,39.6978,61.3715,56.7232,23.3737,-1,-1,-1,-1,-1,-1
90.2094,96.0064,66.9709,106.158,98.3739,42.4661,91.3016,103.015,-1,-1,-1,-1
91.3765,90.6597,65.2745,101.025,93.3174,38.4016,-1,-1,-1,-1,-1,-1
91.778,91.1925,73.7131,113.907,105.249,43.2811,96.7682,110.654,-1,-1,-1,-1
78.0586,76.8749,90.8613,118.972,112.505,38.1085,-1,-1,-1,-1,-1,-1
99.7971,88.55,48.0401,77.44,70.5035,28.6067,-1,-1,-1,-1,-1,-1
89.0848,91.9862,21.9613,33.4593,31.0691,12.8241,-1,-1,-1,-1,-1,-1
93.5072,92.5081,61.7746,97.7763,90.0491,37.692,-1,-1,-1,-1,-1,-1
105.828,98.9184,22.7791,43.7708,39.2917,18.068,-1,-1,-1,-1,-1,-1
100.315,91.1744,72.2114,119.701,108.822,45.5067,95.9088,116.38,-1,-1,-1,-1
91.3898,90.8241,67.4961,103.707,95.8946,39.2466,-1,-1,-1,-1,-1,-1
102.526,90.657,69.403,116.828,105.761,44.1886,94.637,112.736,-1,-1,-1,-1
90.829,78.8963,77.91,110.058,101.998,36.2246,-1,-1,-1,-1,-1,-1
91.7191,93.7545,39.1847,61.7426,57.0561,24.1194,-1,-1,-1,-1,-1,-1
86.4447,90.2756,64.9382,95.9745,89.5328,36.1007,-1,-1,-1,-1,-1,-1
91.339,88.608,61.0664,92.2824,85.3436,34.0729,-1,-1,-1,-1,-1,-1
91.7748,106.06,65.7874,116.206,107.375,51.3553,87.3476,115.561,-1,-1,-1,-1
107.92,89.8939,51.3096,90.3545,80.933,33.9389,-1,-1,-1,-1,-1,-1
91.0842,91.0156,67.7695,104.039,96.2556,39.455,-1,-1,-1,-1,-1,-1
89.3525,91.8977,56.4736,86.1552,79.9617,32.9895,-1,-1,-1,-1,-1,-1
85.8262,91.7156,74.6736,115.367,107.249,45.4284,95.9565,113.444,-1,-1,-1,-1
93.9244,91.8353,68.3244,107.976,99.3591,41.3372,94.2426,103.176,-1,-1,-1,-1
92.226,89.2037,76.1002,116.241,107.325,43.2083,98.9539,112.745,-1,-1,-1,-1
76.4583,90.179,50.254,72.8647,68.7256,28.5532,-1,-1,-1,-1,-1,-1
90.5388,92.419,76.4224,118.082,109.358,45.471,97.8004,115.836,-1,-1,-1,-1
91.3641,90.7382,22.0183,33.8022,31.2573,12.7798,-1,-1,-1,-1,-1,-1
89.7777,89.673,49.3502,74.3195,68.9239,27.7686,-1,-1,-1,-1,-1,-1
91.5419,90.8081,77.8941,119.804,110.75,45.334,99.3007,117.303,-1,-1,-1,-1
91.6083,104.75,68.9984,119.999,110.914,52.375,89.7856,119.399,-1,-1,-1,-1
89.8013,92.3075,51.52,79.7766,73.9064,30.8741,-1,-1,-1,-1,-1,-1
92.7191,91.9596,26.8286,42.0072,38.7461,16.0958,-1,-1,-1,-1,-1,-1
91.5426,92.1713,69.3723,107.81,99.6597,41.4042,94.5433,103.427,-1,-1,-1,-1
90.8429,80.2278,63.9631,91.1244,84.4246,30.4966,-1,-1,-1,-1,-1,-1
99.05,91.5669,46.2335,76.0541,69.3085,29.031,-1,-1,-1,-1,-1,-1
93.1021,95.0593,26.3242,42.4062,39.0855,16.7962,-1,-1,-1,-1,-1,-1
93.6722,86.3516,79.3567,119.941,110.48,43.1751,102.076,116.034,-1,-1,-1,-1
91.9909,91.3451,77.3989,119.935,110.776,45.6482,98.8197,117.515,-1,-1,-1,-1
90.8687,94.496,48.761,76.7936,71.0736,30.2437,-1,-1,-1,-1,-1,-1
87.3554,89.9285,42.2933,62.7444,58.4406,23.5105,-1,-1,-1,-1,-1,-1
85.9951,103.607,57.3543,100.064,92.8966,44.8063,81.9788,98.6095,-1,-1,-1,-1
91.5456,90.8763,76.3579,117.507,108.623,44.4947,98.3474,114.744,-1,-1,-1,-1
91.5846,90.2216,78.3301,119.988,110.91,45.107,99.7856,117.369,-1,-1,-1,-1
88.2605,88.4217,72.259,108.36,100.572,40.4116,98.0686,102.692,-1,-1,-1,-1
87.5728,96.2484,18.2778,28.7853,26.765,11.6439,-1,-1,-1,-1,-1,-1
89.7231,92.5597,55.6738,85.5867,79.381,33.0079,-1,-1,-1,-1,-1,-1
91.1007,88.4099,45.1568,68.029,62.9415,25.0617,-1,-1,-1,-1,-1,-1
86.9846,91.0252,73.4189,109.462,102.02,41.5158,96.9662,105.671,-1,-1,-1,-1
93.2216,92.2684,71.6299,112.881,104.019,43.3981,95.1855,109.603,-1,-1,-1,-1
83.8395,91.3919,63.2386,92.5476,86.7171,35.2421,-1,-1,-1,-1,-1,-1
93.6323,89.8314,27.5032,42.6541,39.2793,15.9676,-1,-1,-1,-1,-1,-1
93.0815,92.1018,70.0481,110.156,101.53,42.2833,94.5994,106.264,-1,-1,-1,-1
90.9725,90.5585,29.4676,45.0477,41.6862,16.9977,-1,-1,-1,-1,-1,-1
81.868,92.9036,33.1623,48.3869,45.4848,18.7305,-1,-1,-1,-1,-1,-1
91.4711,90.788,75.0754,115.896,107.091,43.9811,97.5377,112.936,-1,-1,-1,-1
92.0047,73.2751,76.515,105.206,97.4655,32.2195,-1,-1,-1,-1,-1,-1
87.7494,87.7827,81.8361,120,111.692,43.8913,102.777,117.192,-1,-1,-1,-1
89.8039,90.7074,69.2918,105.144,97.5062,39.739,-1,-1,-1,-1,-1,-1
97.2621,90.2194,74.9172,119.947,109.703,45.1092,97.8355,116.74,-1,-1,-1,-1
91.1037,88.6592,22.3576,33.7419,31.2182,12.4654,-1,-1,-1,-1,-1,-1
54.8143,88.2944,17.6646,22.0178,21.4347,8.10973,-1,-1,-1,-1,-1,-1
90.6835,83.3624,63.6756,92.4348,85.6223,32.1216,-1,-1,-1,-1,-1,-1
90.8765,89.9586,36.264,55.1558,51.0494,20.6741,-1,-1,-1,-1,-1,-1
91.015,92.5883,23.2428,36.0903,33.3945,13.9232,-1,-1,-1,-1,-1,-1
100.04,91.5575,67.8091,115.967,105.11,44.9998,92.7145,112.474,-1,-1,-1,-1
93.0308,90.9512,68.5662,106.774,98.4299,40.465,95.6277,100.784,-1,-1,-1,-1
89.6065,92.2831,40.1363,61.5315,57.0808,23.6628,-1,-1,-1,-1,-1,-1
90.5974,91.9178,46.193,71.1356,65.8726,27.2443,-1,-1,-1,-1,-1,-1
66.9986,116.622,56.9029,107.994,102.67,58.2962,76.8254,107.994,-1,-1,-1,-1
97.9698,91.9903,33.8668,55.406,50.5942,21.2457,-1,-1,-1,-1,-1,-1
87.9004,91.9251,27.5955,43.3936,40.1876,17.1193,-1,-1,-1,-1,-1,-1
91.8234,90.9451,63.8868,98.5711,91.072,37.3526,-1,-1,-1,-1,-1,-1
95.2626,91.8076,41.4636,66.1805,60.7502,25.3188,-1,-1,-1,-1,-1,-1
